iso,id_centro,nombre_centro,geocoded_lat,geocoded_lon,geocode_source,geocode_precision,arcgis_score,geocode_query,geocode_distance_km,target_type,original_lat,original_lon,geocoded_in_adm1,geocoded_in_adm2,geo_adm1_check,geo_adm2_check,original_in_adm1,original_in_adm2,orig_adm1_check,orig_adm2_check,acceptance
COL,218410000186,ESCUELA CORAZÓNES,1.48047,-75.43528,arcgis,uncertain,87.37,"VDA CORAZÓNES, La Montañita, Caquetá, Colombia",8.493188788750599,compare,1.406389,-75.453889,Caquetá,La Montañita,MATCH,MATCH,Caquetá,La Montañita,MATCH,MATCH,FLAG
COL,218410001271,INSTITUCIÓN EDUCATIVA BRISAS DE SAN ISIDRO,1.20298,-75.10454,arcgis,centroid,92.16,"VDA BRISAS DE SAN ISIDRO, La Montañita, Caquetá, Colombia",44.942070852350206,compare,1.406388889,-75.45388889,Caquetá,La Montañita,MATCH,MATCH,Caquetá,La Montañita,MATCH,MATCH,KEEP_ORIGINAL
COL,219450001220,PUEBLO NUEVO,3.09091,-76.59898,arcgis,uncertain,85.09,"VDA PUEBLO NUEVO, Mercaderes, Cauca, Colombia",0.0,compare,3.09091,-76.59898,Cauca,Buenos Aires,MATCH,MISMATCH,Cauca,Buenos Aires,MATCH,MISMATCH,FLAG
COL,294001001217,CENTRO EDUCATIVO MARIO JOAQUIN GARRIDO,3.8651683,-67.9266056,arcgis,uncertain,88.39,"COM GUAMAL, Inírida, Guainía, Colombia",84.77771665612896,compare,3.316944,-68.4575,Guainía,Inírida,MATCH,MATCH,Guainía,Inírida,MATCH,MATCH,FLAG
COL,294001001225,CENTRO EDUCATIVO HORACIO LAPA,3.91671,-68.19995,arcgis,uncertain,82.13,"COM SAN JUAN FINC SAN JUAN, Cacahual, Guainía, Colombia",76.8524386365928,compare,3.725,-67.53444,Guainía,Inírida,MATCH,MISMATCH,Guainía,Cacahual,MATCH,MATCH,FLAG
COL,294001001284,CENTRO EDUCATIVO CEJALITO,3.48417,-69.81083,arcgis,uncertain,83.32,"VDA INSPECCION LA UNION, Barrancominas, Guainía, Colombia",49.836626288105236,compare,3.31111,-69.39667,Guainía,Barrancominas,MATCH,MATCH,Guainía,Barrancominas,MATCH,MATCH,FLAG
COL,294001001331,CENTRO EDUCATIVO CERRO CASABE,2.510499358174,-68.210079528678,arcgis,centroid,91.35,"VDA DANTO, Puerto Colombia, Guainía, Colombia",62.55474934103044,compare,2.41833,-68.76556,Guainía,Puerto Colombia,MATCH,MATCH,Guainía,Puerto Colombia,MATCH,MATCH,KEEP_ORIGINAL
COL,294001001349,CENTRO EDUCATIVO GABRIELA MISTRAL,2.510499358174,-68.210079528678,arcgis,uncertain,83.2,"VDA COMUNIDAD GUARINUMA, Puerto Colombia, Guainía, Colombia",62.55474934103044,compare,2.41833,-68.76556,Guainía,Puerto Colombia,MATCH,MATCH,Guainía,Puerto Colombia,MATCH,MATCH,FLAG
COL,294001001403,ESCUELA LAGUNA CUMARAL,3.64583,-68.85029,arcgis,uncertain,89.2,"VDA CUMARAL GUAMUCO, Barrancominas, Guainía, Colombia",71.15334994567307,compare,3.31111,-69.39667,Guainía,Barrancominas,MATCH,MATCH,Guainía,Barrancominas,MATCH,MATCH,FLAG
COL,294001001411,CENTRO EDUCATIVO CHATARE,3.48417,-69.81083,arcgis,uncertain,82.84,"VDA MURCIELAGO ALTAMIRA, Barrancominas, Guainía, Colombia",49.836626288105236,compare,3.31111,-69.39667,Guainía,Barrancominas,MATCH,MATCH,Guainía,Barrancominas,MATCH,MATCH,FLAG
COL,294001001420,CENTRO EDUCATIVO CUMARALITO,3.48417,-69.81083,arcgis,uncertain,87.38,"C BARRANCOMINAS LAGUNA COLORADA, Barrancominas, Guainía, Colombia",49.836626288105236,compare,3.31111,-69.39667,Guainía,Barrancominas,MATCH,MATCH,Guainía,Barrancominas,MATCH,MATCH,FLAG
COL,294001001438,CENTRO EDUCATIVO RAMON CARDOZO,3.8651683,-67.9266056,arcgis,uncertain,80.0,"COM SEJALITO FINC SEJALITO, Inírida, Guainía, Colombia",38.41930306597111,compare,3.894444,-68.271667,Guainía,Inírida,MATCH,MATCH,Guainía,Inírida,MATCH,MATCH,FLAG
COL,294001001454,CENTRO EDUCATIVO LORENZO MIRABAL,3.8651683,-67.9266056,arcgis,uncertain,85.14,"COM PIEDRA ALTA, Inírida, Guainía, Colombia",152.73047474741637,compare,2.94504,-68.94821,Guainía,Inírida,MATCH,MATCH,Guainía,Inírida,MATCH,MATCH,FLAG
COL,294001001462,CENTRO EDUCATIVO MANUEL ANTONIO RODRIGUEZ,3.8651683,-67.9266056,arcgis,uncertain,86.36,"VDA BAQUIRO VI RIO INIRIDA, Inírida, Guainía, Colombia",152.73047474741637,compare,2.94504,-68.94821,Guainía,Inírida,MATCH,MATCH,Guainía,Inírida,MATCH,MATCH,FLAG
COL,219701000767,ESCUELA RURAL MIXTA PUERTO GUAYUYACO,1.05078,-76.47683,arcgis,uncertain,88.57,"VDA RESGUARDO GUAYUYACO, Piamonte, Cauca, Colombia",,fill,,,Cauca,Piamonte,MATCH,MATCH,,,NO_DATA,NO_DATA,REJECT
COL,219075000326,SEDE MONTAÑA NEGRA,2.084441022439,-77.208384456914,arcgis,uncertain,82.35,"VDA MONTAÑA NEGRA, Balboa, Cauca, Colombia",3.1178919596299837,compare,2.099827778,-77.18492778,Cauca,Balboa,MATCH,MATCH,Cauca,Balboa,MATCH,MATCH,FLAG
COL,218753001501,ESCUELA PUERTO LOZADA,1.90949,-74.77729,arcgis,uncertain,88.98,"VDA PUERTO LOZADA, San Vicente del Caguán, Caquetá, Colombia",42.3195175502902,compare,2.26673,-74.64595,Caquetá,San Vicente del Caguán,MATCH,MATCH,Meta,La Macarena,MISMATCH,MISMATCH,FLAG
COL,218753001552,ESCUELA ALTO LOSADA,2.11317,-74.76918,arcgis,uncertain,88.94,"VDA ALTO LOSADA, San Vicente del Caguán, Caquetá, Colombia",27.45737316719096,compare,2.3399,-74.67129,Caquetá,San Vicente del Caguán,MATCH,MATCH,Meta,La Macarena,MISMATCH,MISMATCH,FLAG
COL,218753002737,ESCUELA EL GUADUAS,2.11317,-74.76918,arcgis,uncertain,87.2,"VDA VEREDA GUADUAS, San Vicente del Caguán, Caquetá, Colombia",60.3136083965318,compare,2.57518,-74.48476,Caquetá,San Vicente del Caguán,MATCH,MATCH,Meta,Uribe,MISMATCH,MISMATCH,FLAG
COL,218753002745,ESCUELA EL CAIMAN,1.84715,-74.87557,arcgis,street,96.0,"VDA EL CAIMAN, San Vicente del Caguán, Caquetá, Colombia",49.457978774580276,compare,2.286427,-74.945405,Caquetá,Puerto Rico,MATCH,MISMATCH,Caquetá,San Vicente del Caguán,MATCH,MATCH,KEEP_ORIGINAL
COL,218753002753,ESCUELA CEIBAS ABAJO,2.09417,-74.8675,arcgis,centroid,91.75,"VDA CEIBAS ABAJO, San Vicente del Caguán, Caquetá, Colombia",98.65968801254098,compare,1.62061,-75.61822,Caquetá,San Vicente del Caguán,MATCH,MATCH,Caquetá,Florencia,MATCH,MISMATCH,FLAG
COL,219050000046,ESCUELA RURAL MIXTA PUENTETIERRA,2.25005,-77.19998,arcgis,street,95.57,"VDA PUENTETIERRA, Argelia, Cauca, Colombia",5.110971757901838,compare,2.246388889,-77.24583333,Cauca,Argelia,MATCH,MATCH,Cauca,Argelia,MATCH,MATCH,KEEP_ORIGINAL
COL,219050000151,SEDE NUEVA LOS CRISTALES,2.35329,-77.21701,arcgis,uncertain,86.84,"VDA LOS CRISTALES, Argelia, Cauca, Colombia",9.080435272643191,compare,2.413888889,-77.16222222,Cauca,Argelia,MATCH,MATCH,Cauca,Argelia,MATCH,MATCH,FLAG
COL,219075000831,SEDE EL NARANJAL,3.00643,-76.78951,arcgis,uncertain,87.86,"VDA EL NARANJAL, Balboa, Cauca, Colombia",109.96325269881453,compare,2.099827778,-77.18492778,Cauca,Suárez,MATCH,MISMATCH,Cauca,Balboa,MATCH,MATCH,FLAG
COL,218592020721,ESCUELA INDIGINA GALILEA SIBERIA BAJA,2.017472975046,-75.073181627288,arcgis,uncertain,80.0,"VDA INDIGINA GALILEA SIBERIA BAJA, Puerto Rico, Caquetá, Colombia",57.341641330204126,compare,1.533278,-74.89565,Caquetá,Puerto Rico,MATCH,MATCH,Caquetá,Puerto Rico,MATCH,MATCH,FLAG
COL,218592020951,SEDE TRES ESQUINAS,2.017472975046,-75.073181627288,arcgis,centroid,92.82,"VDA TRES ESQUINA, Puerto Rico, Caquetá, Colombia",21.314099054445755,compare,1.874166667,-75.20055556,Caquetá,Puerto Rico,MATCH,MATCH,Caquetá,Puerto Rico,MATCH,MATCH,KEEP_ORIGINAL
COL,218592021051,EL PORVENIR,2.017472975046,-75.073181627288,arcgis,uncertain,81.28,"VDA AIRES DE LA CORDILLERA, Puerto Rico, Caquetá, Colombia",9.756860822091621,compare,1.959792,-75.139344,Caquetá,Puerto Rico,MATCH,MATCH,Caquetá,Puerto Rico,MATCH,MATCH,FLAG
COL,218753003024,SEDE LA INDEPENDENCIA,2.11317,-74.76918,arcgis,uncertain,86.15,"VDA LA INDEPENDENCIA, San Vicente del Caguán, Caquetá, Colombia",33.78505421415766,compare,2.34486,-74.57247,Caquetá,San Vicente del Caguán,MATCH,MATCH,Meta,La Macarena,MISMATCH,MISMATCH,FLAG
COL,218753003041,ESCUELA LA VICTORIA,2.27813,-74.70076,arcgis,street,96.17,"VDA LA VICTORIA, San Vicente del Caguán, Caquetá, Colombia",53.525625521580146,compare,2.20286,-74.22495,Caquetá,San Vicente del Caguán,MATCH,MATCH,Meta,La Macarena,MISMATCH,MISMATCH,FLAG
COL,218753003059,SEDE PIÑALITO,2.11317,-74.76918,arcgis,uncertain,85.66,"VDA SAN JUAN DEL LOSADA, San Vicente del Caguán, Caquetá, Colombia",49.64646565840573,compare,2.46701,-74.49667,Caquetá,San Vicente del Caguán,MATCH,MATCH,Meta,La Macarena,MISMATCH,MISMATCH,FLAG
COL,218410001921,LA YE,1.48047,-75.43528,arcgis,uncertain,86.67,"VDA VEREDA LA YE, La Montañita, Caquetá, Colombia",33.88896644637351,compare,1.28147779,-75.20437231,Caquetá,La Montañita,MATCH,MATCH,Caquetá,La Montañita,MATCH,MATCH,FLAG
COL,218410001930,SIMÓN BOLIVAR,1.48047,-75.43528,arcgis,uncertain,85.37,"VDA NUEVA ILUSIÓN, La Montañita, Caquetá, Colombia",33.88896644637351,compare,1.28147779,-75.20437231,Caquetá,La Montañita,MATCH,MATCH,Caquetá,La Montañita,MATCH,MATCH,FLAG
COL,291669000027,ESCUELA COMUNITARIA SAN JUAN EVANGELISTA,-0.6221725,-72.3828072,arcgis,uncertain,86.96,"VDA PUERTO BERLIN, Puerto Santander, Amazonas, Colombia",388.21921826180824,compare,-3.58639,-70.53667,Amazonas,Puerto Santander,MATCH,MATCH,Amazonas,Puerto Nariño,MATCH,MISMATCH,FLAG
COL,291669000108,ESCUELA SAN JUAN EUDES,-0.6221725,-72.3828072,arcgis,uncertain,86.96,"VDA PUERTO SABALO, Puerto Santander, Amazonas, Colombia",388.21921826180824,compare,-3.58639,-70.53667,Amazonas,Puerto Santander,MATCH,MATCH,Amazonas,Puerto Nariño,MATCH,MISMATCH,FLAG
COL,291669000116,ESCUELA COMUNITARIA SAGRADO CORAZÓN DE JESUS,-0.6221725,-72.3828072,arcgis,uncertain,87.56,"VDA PUERTO BELEN, Puerto Santander, Amazonas, Colombia",388.21921826180824,compare,-3.58639,-70.53667,Amazonas,Puerto Santander,MATCH,MATCH,Amazonas,Puerto Nariño,MATCH,MISMATCH,FLAG
COL,291669000133,ESCUELA COMUNITARIA YONERAIKO,-0.6221725,-72.3828072,arcgis,uncertain,88.84,"VDA GUAMARAYA, Puerto Santander, Amazonas, Colombia",388.21921826180824,compare,-3.58639,-70.53667,Amazonas,Puerto Santander,MATCH,MATCH,Amazonas,Puerto Nariño,MATCH,MISMATCH,FLAG
COL,291669000158,ESCUELA SAN JOSE,-0.6221725,-72.3828072,arcgis,uncertain,86.38,"VDA PUERTO PIZARRO, Puerto Santander, Amazonas, Colombia",388.21921826180824,compare,-3.58639,-70.53667,Amazonas,Puerto Santander,MATCH,MATCH,Amazonas,Puerto Nariño,MATCH,MISMATCH,FLAG
COL,218460800019,VILLA NORA,1.32497,-75.62387,arcgis,centroid,94.42,"VDA PUERTO COLOMBIA VDA PUERTO COLOMBIA, Milán, Caquetá, Colombia",0.0,compare,1.32497,-75.62387,Caquetá,Morelia,MATCH,MISMATCH,Caquetá,Morelia,MATCH,MISMATCH,FLAG
COL,291798000131,ESCUELA COMUNITARIA WONE,-2.450207115687,-70.004212611103,arcgis,uncertain,89.09,"CAS PUPUÑA, Tarapacá, Amazonas, Colombia",0.0,compare,-2.450207115687,-70.004212611103,Amazonas,Tarapacá,MATCH,MATCH,Amazonas,Tarapacá,MATCH,MATCH,FLAG
COL,291798000156,ESCUELA PUERTO EZEQUIEL,-2.450207115687,-70.004212611103,arcgis,uncertain,80.0,"VDA PUERTO EZEQUIEL FINC RIO PUTUMAYO, Tarapacá, Amazonas, Colombia",51.78177714560042,compare,-2.906111,-69.909167,Amazonas,Tarapacá,MATCH,MATCH,Amazonas,Tarapacá,MATCH,MATCH,FLAG
COL,294001000032,CENTRO EDUCATIVO HORACIO LAPA,3.51417,-67.41528,arcgis,centroid,93.38,"C CACAHUAL FINC CACAHUAL, Cacahual, Guainía, Colombia",26.915773239955698,compare,3.725,-67.534444,Guainía,Cacahual,MATCH,MATCH,Guainía,Cacahual,MATCH,MATCH,KEEP_ORIGINAL
COL,294001000342,CENTRO EDUCATIVO PABLO NERUDA,2.82589,-67.75775,arcgis,centroid,92.68,"COM TONINA AST TONINA, Puerto Colombia, Guainía, Colombia",90.73256513527095,compare,2.12194,-67.34472,Guainía,Puerto Colombia,MATCH,MATCH,Guainía,San Felipe,MATCH,MISMATCH,FLAG
COL,294001000733,INSTITUCIÓN EDUCATIVA JUAN FRANCISCO LARA,3.8651683,-67.9266056,arcgis,uncertain,80.0,"VDA BARRANQUITO LAGUNA COLORADA, Inírida, Guainía, Colombia",84.77771665612896,compare,3.316944,-68.4575,Guainía,Inírida,MATCH,MATCH,Guainía,Inírida,MATCH,MATCH,FLAG
COL,294001000822,INSTITUCIÓN EDUCATIVA ANTONIO FORERO,2.26801,-69.9133,arcgis,street,96.92,"VDA GARZA MORICHAL, Morichal, Guainía, Colombia",130.99456803112335,compare,2.94504,-68.94821,Guainía,Morichal,MATCH,MATCH,Guainía,Inírida,MATCH,MISMATCH,FLAG
COL,294001000890,CENTRO EDUCATIVO MURCIELAGO,3.48417,-69.81083,arcgis,uncertain,82.84,"VDA MURCIELAGOALTAMIRA, Barrancominas, Guainía, Colombia",26.463926637962967,compare,3.58341,-69.5941,Guainía,Barrancominas,MATCH,MATCH,Vichada,Cumaribo,MISMATCH,MISMATCH,FLAG
COL,219473000018,SEDE PRINCIPAL TIERRA DENTRO,2.78332,-76.78328,arcgis,street,98.79,"C TIERRADENTRO, Morales, Cauca, Colombia",7.714029012748491,compare,2.756495628,-76.71922708,Cauca,Morales,MATCH,MATCH,Cauca,Morales,MATCH,MATCH,KEEP_ORIGINAL
COL,305001005109,COLEGIO LA ANUNCIACIÓN,6.232240263481,-75.548698751046,arcgis,street,99.57,"KR 21 40 114 BR BUENOS AIRES, Medellín, Antioquia, Colombia",0.009593617551255327,compare,6.23220282,-75.54862056,Antioquia,Medellín,MATCH,MATCH,Antioquia,Medellín,MATCH,MATCH,KEEP_ORIGINAL
COL,219698003032,ESCUELA RURAL MIXTA SEKC DXY CAMINOS DEL SOL,3.00879,-76.4859,arcgis,centroid,90.7,"VDA JAGUITO, Santander de Quilichao, Cauca, Colombia",9.838485087659208,compare,2.95532,-76.415309,Cauca,Santander de Quilichao,MATCH,MATCH,Cauca,Santander de Quilichao,MATCH,MATCH,KEEP_ORIGINAL
COL,219701000104,SEDE LOS PINOS,2.57426,-76.67427,arcgis,uncertain,80.34,"VDA VEREDA LOS PINOS FINC LOS PUNOS VDA LOS PINOS, Piamonte, Cauca, Colombia",0.0,compare,2.57426,-76.67427,Cauca,Cajibío,MATCH,MISMATCH,Cauca,Cajibío,MATCH,MISMATCH,FLAG
COL,223189000013,ESCUELA NUEVA CAMPO BONITO,8.87438,-75.62175,arcgis,uncertain,86.34,"VDA CAMPO BONITO, Ciénaga de Oro, Córdoba, Colombia",23.50344489039049,compare,8.680789753,-75.5358871,Córdoba,Ciénaga de Oro,MATCH,MATCH,Córdoba,Ciénaga de Oro,MATCH,MATCH,FLAG
COL,219050000488,INSTITUCIÓN EDUCATIVA PUERTO RICO,2.53338,-77.05004,arcgis,uncertain,87.0,"CAS PUERTO RICO, Argelia, Cauca, Colombia",18.216788015807957,compare,2.413889,-77.162222,Cauca,El Tambo,MATCH,MISMATCH,Cauca,Argelia,MATCH,MATCH,FLAG
COL,219050000551,SEDE PRINCIPAL LA PLAYA,2.2554729,-77.2484864,arcgis,uncertain,86.67,"VDA LA PLAYA, Argelia, Cauca, Colombia",20.053591342122765,compare,2.413888889,-77.16222222,Cauca,Argelia,MATCH,MATCH,Cauca,Argelia,MATCH,MATCH,FLAG
COL,219050000801,ESCUELA RURAL MIXTA EL ZARZAL,2.29449,-77.03605,arcgis,centroid,90.06,"VDA EL ZARZAL, Argelia, Cauca, Colombia",19.45221171192006,compare,2.341388889,-77.20472222,Cauca,Patía,MATCH,MISMATCH,Cauca,Argelia,MATCH,MATCH,KEEP_ORIGINAL
COL,219050000836,ESCUELA RURAL MIXTA EL CORAZÓN,2.2554729,-77.2484864,arcgis,uncertain,85.0,"VDA EL CORAZON, Argelia, Cauca, Colombia",0.8273842004097087,compare,2.248333333,-77.24638889,Cauca,Argelia,MATCH,MATCH,Cauca,Argelia,MATCH,MATCH,FLAG
COL,219050000917,SEDE EL ENCANTO,2.28335,-77.35002,arcgis,street,96.25,"VDA EL ENCANTO, Argelia, Cauca, Colombia",15.321778420778895,compare,2.247222222,-77.21694444,Cauca,Argelia,MATCH,MATCH,Cauca,Argelia,MATCH,MATCH,KEEP_ORIGINAL
COL,219050000933,SEDE LA MINA LA MINA,5.75203,-75.12069,arcgis,centroid,92.17,"VDA LA MINA, Argelia, Cauca, Colombia",453.79514309971535,compare,2.247222222,-77.21694444,Antioquia,Argelia,MISMATCH,MATCH,Cauca,Argelia,MATCH,MATCH,REJECT
COL,219050001123,CENTRO DOCENTE LA LAGUNA,2.69646,-76.78662,arcgis,centroid,90.06,"VDA LA LAGUNA, Argelia, Cauca, Colombia",60.95944252235113,compare,2.341388889,-77.20472222,Cauca,Cajibío,MATCH,MISMATCH,Cauca,Argelia,MATCH,MATCH,KEEP_ORIGINAL
COL,219050001263,ESCUELA RURAL MIXTA LA MÁRQUEZA,2.47154,-76.21458,arcgis,uncertain,82.16,"VDA LA MARQUEZA FINC LA MARQUESA, Argelia, Cauca, Colombia",113.39200936860932,compare,2.279444444,-77.21694444,Cauca,Inzá,MATCH,MISMATCH,Cauca,Argelia,MATCH,MATCH,FLAG
COL,219050001344,ESCUELA RURAL MIXTA EL MIRADOR,2.2554729,-77.2484864,arcgis,uncertain,80.0,"VDA EL MIRADOR FINC ESCUELA, Argelia, Cauca, Colombia",4.403056270445647,compare,2.279444444,-77.21694444,Cauca,Argelia,MATCH,MATCH,Cauca,Argelia,MATCH,MATCH,FLAG
COL,223189001052,ESCUELA NUEVA MEDELLIN ROJO,8.87438,-75.62175,arcgis,uncertain,85.71,"VDA MEDELLIN ROJO, Ciénaga de Oro, Córdoba, Colombia",23.50344489039049,compare,8.680789753,-75.5358871,Córdoba,Ciénaga de Oro,MATCH,MATCH,Córdoba,Ciénaga de Oro,MATCH,MATCH,FLAG
COL,223189001711,ESCUELA NUESTRA SEÑORA DEL ROSARIO PUEBLO BONITO,8.87438,-75.62175,arcgis,uncertain,86.34,"VDA CAMPO BONITO, Ciénaga de Oro, Córdoba, Colombia",23.50344489039049,compare,8.680789753,-75.5358871,Córdoba,Ciénaga de Oro,MATCH,MATCH,Córdoba,Ciénaga de Oro,MATCH,MATCH,FLAG
COL,219050004149,ESCUELA RURAL MIXTA LA ARBOLEDA,5.69124,-75.13861,arcgis,centroid,92.07,"VDA ARBOLEDA, Argelia, Cauca, Colombia",448.56776844436706,compare,2.248333,-77.246389,Antioquia,Argelia,MISMATCH,MATCH,Cauca,Argelia,MATCH,MATCH,REJECT
COL,219050004360,ESCUELA RURAL MIXTA LA FLORESTA,2.7557,-76.64796,arcgis,centroid,90.6,"VDA LA FLORESTA, Argelia, Cauca, Colombia",87.283893566134,compare,2.246389,-77.245833,Cauca,Morales,MATCH,MISMATCH,Cauca,Argelia,MATCH,MATCH,KEEP_ORIGINAL
COL,219050004386,ESCUELA RURAL MIXTA HUECO LINDO,2.2554729,-77.2484864,arcgis,uncertain,80.0,"VDA HUECO LINDO FINC ESCUELA SEDE HUECO LINDO, Argelia, Cauca, Colombia",1.0522305944425907,compare,2.246388889,-77.24583333,Cauca,Argelia,MATCH,MATCH,Cauca,Argelia,MATCH,MATCH,FLAG
COL,218592000437,ESCUELA EL RETORNO,2.017472975046,-75.073181627288,arcgis,uncertain,87.03,"C LA AGUILILLA, Puerto Rico, Caquetá, Colombia",8.360809034266618,compare,2.040833,-75.001667,Caquetá,Puerto Rico,MATCH,MATCH,Caquetá,Puerto Rico,MATCH,MATCH,FLAG
COL,218753000106,ESCUELA BRISAS DEL LOSADA,2.11317,-74.76918,arcgis,uncertain,86.15,"VDA BRISAS DEL LOSADA, San Vicente del Caguán, Caquetá, Colombia",20.689490840167657,compare,2.26301,-74.65879,Caquetá,San Vicente del Caguán,MATCH,MATCH,Meta,La Macarena,MISMATCH,MISMATCH,FLAG
COL,218753000157,ESCUELA LUZ CHIQUITA MEDIA,2.11317,-74.76918,arcgis,uncertain,85.66,"VDA LUZ CHIQUITA MEDIA, San Vicente del Caguán, Caquetá, Colombia",85.80683145381965,compare,1.684636111,-74.12707222,Caquetá,San Vicente del Caguán,MATCH,MATCH,Caquetá,San Vicente del Caguán,MATCH,MATCH,FLAG
COL,218753000289,ESCUELA ALTO PUENTE GUAMO,1.9854,-74.75225,arcgis,centroid,91.92,"VDA ALTO PUENTE GUAMO, San Vicente del Caguán, Caquetá, Colombia",77.1106552822026,compare,1.684636111,-74.12707222,Caquetá,San Vicente del Caguán,MATCH,MATCH,Caquetá,San Vicente del Caguán,MATCH,MATCH,KEEP_ORIGINAL
COL,218753000696,ESCUELA LAS DELICIAS,1.5921,-74.8375,arcgis,street,96.25,"VDA LAS DELICIAS, San Vicente del Caguán, Caquetá, Colombia",209.34841929490028,compare,3.44222,-74.48833,Caquetá,Puerto Rico,MATCH,MISMATCH,Meta,Uribe,MISMATCH,MISMATCH,FLAG
COL,218753000947,ESCUELA LAS MARIMBAS 1,2.11317,-74.76918,arcgis,uncertain,88.33,"VDA MARIMBAS NO 1, San Vicente del Caguán, Caquetá, Colombia",19.47647685973915,compare,2.28493,-74.73483,Caquetá,San Vicente del Caguán,MATCH,MATCH,Meta,La Macarena,MISMATCH,MISMATCH,FLAG
COL,223555008286,SEDE SAN LUIS,8.40892,-75.5868,arcgis,uncertain,81.22,"VDA SAN LUIS FINC BARCELONA, Planeta Rica, Córdoba, Colombia",13.103209340016399,compare,8.29114,-75.5906,Córdoba,Planeta Rica,MATCH,MATCH,Córdoba,Planeta Rica,MATCH,MATCH,FLAG
COL,223560000331,ESCUELA NUEVA NUEVO PENSAR,7.711365557739,-75.770289461019,arcgis,uncertain,89.52,"VDA LA PIEDRA, Puerto Libertador, Córdoba, Colombia",0.0,compare,7.711365557739,-75.770289461019,Córdoba,Puerto Libertador,MATCH,MATCH,Córdoba,Puerto Libertador,MATCH,MATCH,FLAG
COL,218592001280,ESCUELA EL MENDEZ,2.18538,-75.14787,arcgis,uncertain,88.0,"VDA EL MENDEZ, Puerto Rico, Caquetá, Colombia",36.39541660444997,compare,1.879369702,-75.0316471,Caquetá,Puerto Rico,MATCH,MATCH,Caquetá,Puerto Rico,MATCH,MATCH,FLAG
COL,218592001298,ESCUELA ARENOSO,2.017472975046,-75.073181627288,arcgis,uncertain,88.57,"VDA ARENOSO, Puerto Rico, Caquetá, Colombia",16.035077951411594,compare,1.879369702,-75.0316471,Caquetá,Puerto Rico,MATCH,MATCH,Caquetá,Puerto Rico,MATCH,MATCH,FLAG
COL,218592004041,ESCUELA ALTO BRILLANTE,2.017472975046,-75.073181627288,arcgis,uncertain,84.39,"VDA ALTO BRILLANTE, Puerto Rico, Caquetá, Colombia",8.360809034266618,compare,2.040833,-75.001667,Caquetá,Puerto Rico,MATCH,MATCH,Caquetá,Puerto Rico,MATCH,MATCH,FLAG
COL,218592004084,ESCUELA LA INDEPENDENCIA,2.017472975046,-75.073181627288,arcgis,uncertain,83.26,"VDA LA INDEPENDENCIA, Puerto Rico, Caquetá, Colombia",68.6839949227075,compare,1.435,-74.8675,Caquetá,Puerto Rico,MATCH,MATCH,Caquetá,Puerto Rico,MATCH,MATCH,FLAG
COL,219473000859,SEDE UNIÓN HATILLO,2.814644929028,-76.751328094994,arcgis,uncertain,82.86,"VDA UNION HATILLO, Morales, Cauca, Colombia",7.383696902829538,compare,2.756495628,-76.71922708,Cauca,Morales,MATCH,MATCH,Cauca,Morales,MATCH,MATCH,FLAG
COL,219473000867,SEDE EVANGELISTA RISARALDA,2.814644929028,-76.751328094994,arcgis,uncertain,88.57,"CAS UNION, Morales, Cauca, Colombia",65.90357818091016,compare,3.25721,-76.35655,Cauca,Morales,MATCH,MATCH,Cauca,Miranda,MATCH,MISMATCH,FLAG
COL,218150002775,LOS LOBITOS 2,0.64898488208,-74.274542880762,arcgis,centroid,90.7,"VDA LOBITOS, Cartagena del Chairá, Caquetá, Colombia",94.9599536194212,compare,1.39337,-74.69318,Caquetá,Cartagena del Chairá,MATCH,MATCH,Caquetá,Cartagena del Chairá,MATCH,MATCH,KEEP_ORIGINAL
COL,219418000378,ESCUELA RURAL MIXTA SAGRADA FAMILIA,3.15107,-77.36969,arcgis,street,98.64,"C SAGRADA FAMILIA, López de Micay, Cauca, Colombia",25.18489959307173,compare,3.04167,-77.5683,Cauca,López de Micay,MATCH,MATCH,Cauca,López de Micay,MATCH,MATCH,KEEP_ORIGINAL
COL,219001001290,SEDE EL CANELO PARCELACION,2.3537855,-76.5196626,arcgis,uncertain,86.67,"VDA PARCELACION EL CANELO, Popayán, Cauca, Colombia",,fill,,,Cauca,Popayán,MATCH,MATCH,,,NO_DATA,NO_DATA,REJECT
COL,219001002513,ESCUELA RURAL MIXTA SAN ISIDRO,2.43108,-76.51814,arcgis,street,96.25,"VDA SAN ISIDRO, Popayán, Cauca, Colombia",,fill,,,Cauca,Popayán,MATCH,MATCH,,,NO_DATA,NO_DATA,ACCEPT
COL,219001004036,SEDE LAS MERCEDES,2.55861,-76.71195,arcgis,street,100.0,"VDA LAS MERCEDES, Popayán, Cauca, Colombia",,fill,,,Cauca,Popayán,MATCH,MATCH,,,NO_DATA,NO_DATA,ACCEPT
COL,219780000335,CENTRO DOCENTE AGUA BLANCA,2.86563,-76.77083,arcgis,uncertain,84.19,"C AGUA CLARA FINC AGUA BLANCA, Suárez, Cauca, Colombia",0.12395391762824706,compare,2.865022523,-76.76989415,Cauca,Suárez,MATCH,MATCH,Cauca,Suárez,MATCH,MATCH,FLAG
COL,219780000432,CENTRO RURAL MIXTO MATECAÑA,2.85715,-76.81662,arcgis,street,96.0,"VDA MATECAÑA, Suárez, Cauca, Colombia",5.2307132322131125,compare,2.865274212,-76.77022809,Cauca,Suárez,MATCH,MATCH,Cauca,Suárez,MATCH,MATCH,KEEP_ORIGINAL
