iso,id_centro,nombre_centro,geocoded_lat,geocoded_lon,geocode_source,geocode_precision,arcgis_score,geocode_query,geocode_distance_km,target_type,original_lat,original_lon,geocoded_in_adm1,geocoded_in_adm2,geo_adm1_check,geo_adm2_check,original_in_adm1,original_in_adm2,orig_adm1_check,orig_adm2_check,acceptance
COL,173275000428,JORGE ELIECER GAITÁN,4.27602,-74.79625,arcgis,uncertain,80.49,"AV SANTIAGO VILA 5A 40 BR LLERAS, Flandes, Tolima, Colombia",2.458975479168471,compare,4.292396,-74.811153,Tolima,Flandes,MATCH,MATCH,Tolima,Flandes,MATCH,MATCH,FLAG
COL,173870000521,INSTITUCIÓN EDUCATIVA TÉCNICA FRANCISCO JOSE DE CALDAS,5.028021563803,-75.116635925489,arcgis,uncertain,86.0,"CL 12 4 265 BR AVENIDA ALAMEDA, Villahermosa, Tolima, Colombia",1.7859827913909931,compare,5.037777778,-75.12944444,Tolima,Villahermosa,MATCH,MATCH,Tolima,Villahermosa,MATCH,MATCH,FLAG
COL,176001001672,INSTITUCIÓN EDUCATIVA TÉCNICA DE COMERCIO SANTA CECILIA,3.4858395,-76.5084979,arcgis,uncertain,89.09,"CL 61AN 2GN 62 BR CIUDAD ALAMOS, Cali, Valle del Cauca, Colombia",0.26277953637291357,compare,3.488201537,-76.50857322,Valle del Cauca,Cali,MATCH,MATCH,Valle del Cauca,Cali,MATCH,MATCH,FLAG
COL,176001002741,CENTRO DOCENTE RAFAEL URIBE URIBE,3.447365040191,-76.507230099915,arcgis,street,99.57,"KR 12 38 64 BR LAS AMERICAS, Cali, Valle del Cauca, Colombia",0.07393337087197044,compare,3.446811314,-76.50759884,Valle del Cauca,Cali,MATCH,MATCH,Valle del Cauca,Cali,MATCH,MATCH,KEEP_ORIGINAL
COL,150001001355,CAMILO TORRES RESTREPO,4.132037704872,-73.629164469256,arcgis,street,97.02,"KR 36A 15A 51 BR NUEVO RICAURTE, Villavicencio, Meta, Colombia",0.03578884984966234,compare,4.132139321,-73.62947066,Meta,Villavicencio,MATCH,MATCH,Meta,Villavicencio,MATCH,MATCH,KEEP_ORIGINAL
COL,150001001860,INSTITUCIÓN EDUCATIVA COLEGIO DEPARTAMENTAL LA ESPERANZA,4.131471004398,-73.634141894818,arcgis,street,96.1,"KR 45 13B 25 BR ESPERANZA ETAPA 8, Villavicencio, Meta, Colombia",0.17238110361368633,compare,4.13199908,-73.63560324,Meta,Villavicencio,MATCH,MATCH,Meta,Villavicencio,MATCH,MATCH,KEEP_ORIGINAL
COL,150001001975,COLEGIO ABRAHAM LINCOLN SEDE VAINILLA,4.147045939063,-73.62333843107,arcgis,street,97.78,"KR 20C 26A 27 BR VAINILLA, Villavicencio, Meta, Colombia",0.0,compare,4.147045939063,-73.62333843107,Meta,Villavicencio,MATCH,MATCH,Meta,Villavicencio,MATCH,MATCH,KEEP_ORIGINAL
COL,150001002271,GARCIA MÁRQUEZ,4.137829952746,-73.614488317327,arcgis,street,97.33,"KR 13 20 29 BR VILLA ORTIZ, Villavicencio, Meta, Colombia",0.0,compare,4.137829952746,-73.614488317327,Meta,Villavicencio,MATCH,MATCH,Meta,Villavicencio,MATCH,MATCH,KEEP_ORIGINAL
COL,205031001162,CENTRO EDUCATIVO RURAL LOS TOROS,6.978462505018,-74.981086094811,arcgis,uncertain,80.0,"C VEREDA LOS TOROS FINC LOS TOROS, Amalfi, Antioquia, Colombia",25.011002427725312,compare,7.201111,-74.948889,Antioquia,Amalfi,MATCH,MATCH,Antioquia,Amalfi,MATCH,MATCH,FLAG
COL,205031001171,CENTRO EDUCATIVO RURAL LA AREIZA,6.978462505018,-74.981086094811,arcgis,uncertain,88.75,"VDA AREIZA, Amalfi, Antioquia, Colombia",25.011002427725312,compare,7.201111,-74.948889,Antioquia,Amalfi,MATCH,MATCH,Antioquia,Amalfi,MATCH,MATCH,FLAG
COL,227077005077,SEDE INDÍGENA JUANITA CARDENAS DE PUERTO GALVEZ,5.5633,-77.388983333333,arcgis,uncertain,83.78,"VDA PUERTO GALVEZ, Bajo Baudó, Chocó, Colombia",46.01217352935735,compare,5.15,-77.368611,Chocó,Bajo Baudó,MATCH,MATCH,Chocó,Bajo Baudó,MATCH,MATCH,FLAG
COL,227077005131,SEDE INDÍGENA INDÍGENA OFICINA,5.5633,-77.388983333333,arcgis,uncertain,87.5,"COM OFICINA, Bajo Baudó, Chocó, Colombia",46.01369241559226,compare,5.15,-77.368333,Chocó,Bajo Baudó,MATCH,MATCH,Chocó,Bajo Baudó,MATCH,MATCH,FLAG
COL,227077005158,SEDE INDÍGENA BOCA DE CARRIZAL,5.5633,-77.388983333333,arcgis,uncertain,82.56,"COM BOCA DE CARRIZAL, Bajo Baudó, Chocó, Colombia",46.01217352935735,compare,5.15,-77.368611,Chocó,Bajo Baudó,MATCH,MATCH,Chocó,Bajo Baudó,MATCH,MATCH,FLAG
COL,227077005174,SEDE INDÍGENA DE BELLA LUZ,5.5633,-77.388983333333,arcgis,uncertain,86.67,"COM BELLALUZ, Bajo Baudó, Chocó, Colombia",46.01217352935735,compare,5.15,-77.368611,Chocó,Bajo Baudó,MATCH,MATCH,Chocó,Bajo Baudó,MATCH,MATCH,FLAG
COL,227077005221,SEDE INDÍGENA ARTURO CARAQUITO BARRIGON,5.5633,-77.388983333333,arcgis,uncertain,84.44,"VDA PUERTO MANGO, Bajo Baudó, Chocó, Colombia",46.01217352935735,compare,5.15,-77.368611,Chocó,Bajo Baudó,MATCH,MATCH,Chocó,Bajo Baudó,MATCH,MATCH,FLAG
COL,227077005247,SEDE INDÍGENA DE AGUA CLARA RIO USURAGA,5.5633,-77.388983333333,arcgis,uncertain,87.5,"VDA USARAGA, Bajo Baudó, Chocó, Colombia",73.67322839361216,compare,4.90213,-77.34592,Chocó,Bajo Baudó,MATCH,MATCH,Chocó,Bajo Baudó,MATCH,MATCH,FLAG
COL,225873000246,ESCUELA RURAL SALITRE ALTO,5.227606562418,-73.577019054008,arcgis,uncertain,87.56,"VDA SALITRE ALTO, Villapinzón, Cundinamarca, Colombia",46.02967179898138,compare,5.47695,-73.9089,Cundinamarca,Villapinzón,MATCH,MATCH,Boyacá,Buenavista,MISMATCH,MISMATCH,FLAG
COL,227250000086,ESCUELA RURAL MIXTA POSPRIMARIA SAN VICENTE DE TOGOROMA,4.36672,-77.38334,arcgis,street,96.89,"CAS DE TOGOROMA, El Litoral del San Juan, Chocó, Colombia",1.056020579807971,compare,4.3762,-77.38391,Chocó,El Litoral del San Juan,MATCH,MATCH,Chocó,El Litoral del San Juan,MATCH,MATCH,KEEP_ORIGINAL
COL,227250000094,CENTRO EDUCATIVO INDIGENA CHIRIVICO OSORIO,4.246996352042,-76.962459875501,arcgis,uncertain,86.67,"COM CHAGPIEN MEDIO, El Litoral del San Juan, Chocó, Colombia",213.3343920982986,compare,5.98333,-76.14306,Chocó,El Litoral del San Juan,MATCH,MATCH,Chocó,El Carmen de Atrato,MATCH,MISMATCH,FLAG
COL,227250060097,ESCUELA RURAL MIXTA BELLA VICTORIA,4.246996352042,-76.962459875501,arcgis,uncertain,86.67,"VDA BELLA VICTORIA, El Litoral del San Juan, Chocó, Colombia",213.3343920982986,compare,5.98333,-76.14306,Chocó,El Litoral del San Juan,MATCH,MATCH,Chocó,El Carmen de Atrato,MATCH,MISMATCH,FLAG
COL,227250060143,SEDE  INDÍGENA ALIPIO PERDIZ,4.246996352042,-76.962459875501,arcgis,uncertain,87.23,"VDA UNION SAN JUAN, El Litoral del San Juan, Chocó, Colombia",213.3343920982986,compare,5.98333,-76.14306,Chocó,El Litoral del San Juan,MATCH,MATCH,Chocó,El Carmen de Atrato,MATCH,MISMATCH,FLAG
COL,227250060151,SEDE INDÍGENA FELICIANO MOÑA DE PUERTO GUADUALITO,4.246996352042,-76.962459875501,arcgis,uncertain,85.1,"COM PUERTO GUADUALITO, El Litoral del San Juan, Chocó, Colombia",213.3343920982986,compare,5.98333,-76.14306,Chocó,El Litoral del San Juan,MATCH,MATCH,Chocó,El Carmen de Atrato,MATCH,MISMATCH,FLAG
COL,227250060178,ESCUELA RURAL INDÍGENA SAN JUAN DE LAS PALMAS,4.246996352042,-76.962459875501,arcgis,centroid,91.22,"VDA PALMAS, El Litoral del San Juan, Chocó, Colombia",213.3343920982986,compare,5.98333,-76.14306,Chocó,El Litoral del San Juan,MATCH,MATCH,Chocó,El Carmen de Atrato,MATCH,MISMATCH,FLAG
COL,225885800001,ESCUELA RURAL LOS ANGELES DE APOSENTOS,4.9344067,-73.9764569,arcgis,uncertain,89.62,"VDA APOSENTOS, Yacopí, Cundinamarca, Colombia",0.0,compare,4.9344067,-73.9764569,Cundinamarca,Sopó,MATCH,MISMATCH,Cundinamarca,Sopó,MATCH,MISMATCH,FLAG
COL,227413800000,SEDE INDIGENA AMIA,5.585890515122,-76.382800442678,arcgis,uncertain,80.57,"COM INDIGENA DE AMIA, Lloró, Chocó, Colombia",0.0,compare,5.585890515122,-76.382800442678,Chocó,Lloró,MATCH,MATCH,Chocó,Lloró,MATCH,MATCH,FLAG
COL,227425018064,SEDE INDÍGENA BABARASITO,6.033834354482,-76.673884731281,arcgis,uncertain,85.95,"VDA BABARASITO, Medio Atrato, Chocó, Colombia",11.56557561662155,compare,5.933333,-76.646944,Chocó,Medio Atrato,MATCH,MATCH,Chocó,Medio Atrato,MATCH,MATCH,FLAG
COL,227430000033,ESCUELA RURAL MIXTA SIMÓN BOLIVAR,5.110631115791,-76.995646724427,arcgis,uncertain,86.29,"C UNION MISARA, Medio Baudó, Chocó, Colombia",99.28790139898338,compare,5.93333,-76.64694,Chocó,Medio Baudó,MATCH,MATCH,Chocó,Medio Atrato,MATCH,MISMATCH,FLAG
COL,227430000050,ESCUELA RURAL INDÍGENA DE SANDO,5.110631115791,-76.995646724427,arcgis,centroid,90.24,"COM SANDO MEDIO BAUDO, Medio Baudó, Chocó, Colombia",99.28790139898338,compare,5.93333,-76.64694,Chocó,Medio Baudó,MATCH,MATCH,Chocó,Medio Atrato,MATCH,MISMATCH,FLAG
COL,227430000122,ESCUELA RURAL INDÍGENA BARRO BLANCO,5.110631115791,-76.995646724427,arcgis,uncertain,80.0,"VDA BARRO BLANCO VDA VDA COMUNIDAD BARROBLANCO VDA COMUNIDAD DE BARRO B, Medio Baudó, Chocó, Colombia",99.28790139898338,compare,5.93333,-76.64694,Chocó,Medio Baudó,MATCH,MATCH,Chocó,Medio Atrato,MATCH,MISMATCH,FLAG
COL,227001018137,CENTRO EDUCATIVO INDÍGENA EMBERA ALFONSO DUMASA DE CAIMANERO CAIMANERO JAMPAPA,5.6908311,-76.659068,arcgis,uncertain,86.21,"VDA JAMPAPA, Quibdó, Chocó, Colombia",0.0,compare,5.6908311,-76.659068,Chocó,Quibdó,MATCH,MATCH,Chocó,Quibdó,MATCH,MATCH,FLAG
COL,227001018145,ESCUELA INDÍGENA MUNGARADO,5.6908311,-76.659068,arcgis,uncertain,84.52,"VDA MUNGARADO, Quibdó, Chocó, Colombia",0.0,compare,5.6908311,-76.659068,Chocó,Quibdó,MATCH,MATCH,Chocó,Quibdó,MATCH,MATCH,FLAG
COL,227001018188,ESCUELA RURAL MIXTA EL MANSO,4.69007,-77.15971,arcgis,uncertain,88.73,"C EL MANSO, Quibdó, Chocó, Colombia",0.0,compare,4.69007,-77.15971,Chocó,Bajo Baudó,MATCH,MISMATCH,Chocó,Bajo Baudó,MATCH,MISMATCH,FLAG
COL,227001018226,ESCUELA INDÍGENA CARRIZAL,5.6908311,-76.659068,arcgis,uncertain,80.0,"VDA COMUNIDAD INDIGENA CARRIZAL, Quibdó, Chocó, Colombia",0.0,compare,5.6908311,-76.659068,Chocó,Quibdó,MATCH,MATCH,Chocó,Quibdó,MATCH,MATCH,FLAG
COL,227001018251,ESCUELA RURAL MIXTA DE PUERTO JUAN,5.41785,-76.73965,arcgis,uncertain,89.76,"C PUERTO JUAN, Quibdó, Chocó, Colombia",0.0,compare,5.41785,-76.73965,Chocó,Río Quito,MATCH,MISMATCH,Chocó,Río Quito,MATCH,MISMATCH,FLAG
COL,227001018323,ESCUELA RURAL INDÍGENA JURAMA DRUA KILOMETRO 7,5.6908311,-76.659068,arcgis,uncertain,81.71,"CT KILOMETRO SIETE, Quibdó, Chocó, Colombia",0.0,compare,5.6908311,-76.659068,Chocó,Quibdó,MATCH,MATCH,Chocó,Quibdó,MATCH,MATCH,FLAG
COL,227001018331,PLAYA BONITA,7.44229,-77.33339,arcgis,uncertain,88.2,"COM PLAYA BONITA, Quibdó, Chocó, Colombia",0.0,compare,7.44229,-77.33339,Chocó,Riosucio,MATCH,MISMATCH,Chocó,Riosucio,MATCH,MISMATCH,FLAG
COL,227615001524,SEDE CARACOLI,7.033321118648,-76.974567145625,arcgis,uncertain,88.72,"VDA CARACOLI, Carmen del Darién, Chocó, Colombia",31.936905142416624,compare,7.28903,-76.84275,Chocó,Carmen del Darién,MATCH,MATCH,Chocó,Riosucio,MATCH,MISMATCH,FLAG
COL,227615001532,ESCUELA RURAL MIXTA TEGUERRE MEDIO,7.387201326359,-77.260263377772,arcgis,uncertain,80.0,"VDA TEGUERRE MEDIOI FINC TEGUERRE, Riosucio, Chocó, Colombia",16.192514189900095,compare,7.516666667,-77.3275,Chocó,Riosucio,MATCH,MATCH,Chocó,Riosucio,MATCH,MATCH,FLAG
COL,227615001664,ESCUELA URBANA MIXTA LAS AMÉRICAS,7.387201326359,-77.260263377772,arcgis,uncertain,80.0,"AC PRINCIPAL 001 001 BR PARAISO, Riosucio, Chocó, Colombia",14.919733154470489,compare,7.516667,-77.224722,Chocó,Riosucio,MATCH,MATCH,Chocó,Riosucio,MATCH,MATCH,FLAG
COL,227615001729,ESUELA RURAL MIXTA SANTA CECILIA,5.29996,-76.21673,arcgis,uncertain,86.9,"VDA SANTA CECILIA, Riosucio, Chocó, Colombia",0.0,compare,5.29996,-76.21673,Chocó,Tadó,MATCH,MISMATCH,Chocó,Tadó,MATCH,MISMATCH,FLAG
COL,227615001915,ESCUELA RURAL INDÍGENA QUIPARADO,7.45002,-77.11664,arcgis,uncertain,86.72,"COM QUIPARADO, Riosucio, Chocó, Colombia",35.21334384929907,compare,7.766667,-77.111944,Chocó,Riosucio,MATCH,MATCH,Chocó,Riosucio,MATCH,MATCH,FLAG
COL,227615001923,ESCUELA RURAL MIXTA EL BENDITO,7.387201326359,-77.260263377772,arcgis,uncertain,87.1,"VDA BENDITO, Riosucio, Chocó, Colombia",14.919733154470489,compare,7.516667,-77.224722,Chocó,Riosucio,MATCH,MATCH,Chocó,Riosucio,MATCH,MATCH,FLAG
COL,227615002016,ESCUELA RURAL INDÍGENA BILINGUE PEÑA BLANCA,5.5014,-75.77633,arcgis,uncertain,84.98,"COM PEÑA BLANCA, Riosucio, Chocó, Colombia",306.6781737471688,compare,7.916667,-77.117222,Caldas,Riosucio,MISMATCH,MATCH,Chocó,Riosucio,MATCH,MATCH,REJECT
COL,227615002032,CENTRO EDUCATIVO BOCAS DE LIMÓN,7.387201326359,-77.260263377772,arcgis,uncertain,82.7,"VDA BOCAS DEL LIMON, Riosucio, Chocó, Colombia",206.88131589148355,compare,5.6,-76.73972,Chocó,Riosucio,MATCH,MATCH,Chocó,Río Quito,MATCH,MISMATCH,FLAG
COL,227615002067,ESCUELA INDÍGENA DE JESSEMANI,7.387201326359,-77.260263377772,arcgis,uncertain,80.0,"COM INDIGEMA DE PUEBLO ANTIOQUIA, Riosucio, Chocó, Colombia",206.88131589148355,compare,5.6,-76.73972,Chocó,Riosucio,MATCH,MATCH,Chocó,Río Quito,MATCH,MISMATCH,FLAG
COL,227615060641,ESCUELA RURAL DE CAÑO SECO MEDIO,7.387201326359,-77.260263377772,arcgis,uncertain,82.7,"VDA CAÑO SECO MEDIO, Riosucio, Chocó, Colombia",0.0,compare,7.387201326359,-77.260263377772,Chocó,Riosucio,MATCH,MATCH,Chocó,Riosucio,MATCH,MATCH,FLAG
COL,413430003181,CENTRO EDUCATIVO SAN FRANCISCO DE ASÍS,9.26866,-74.73372,arcgis,uncertain,87.0,"CL CALLE 6 6 01 BR YATI, Magangué, Bolívar, Colombia",5.353241845273205,compare,9.261391,-74.78194,Bolívar,Magangué,MATCH,MATCH,Bolívar,Magangué,MATCH,MATCH,FLAG
COL,413673000439,ESCUELA NUEVA FRUTIER,10.602405288789,-75.287839040455,arcgis,street,97.2,"KR 18 13 22 BR NUEVA VENECIA, Santa Catalina, Bolívar, Colombia",21.101603593639688,compare,10.79048967,-75.26214572,Bolívar,Santa Catalina,MATCH,MATCH,Bolívar,Santa Catalina,MATCH,MATCH,KEEP_ORIGINAL
COL,413673000447,ESCUELA NUESTRA SEÑORA DEL AMPARO,10.646771622695,-75.266328212517,arcgis,uncertain,89.47,"AU VIA AL MAR, Santa Catalina, Bolívar, Colombia",15.98724958103868,compare,10.79048967,-75.26214572,Bolívar,Santa Catalina,MATCH,MATCH,Bolívar,Santa Catalina,MATCH,MATCH,FLAG
COL,413688010953,LA TORERA,7.772676004885,-74.262601064641,arcgis,uncertain,89.27,"VDA LA TORERA, Santa Rosa del Sur, Bolívar, Colombia",0.0,compare,7.772676004885,-74.262601064641,Bolívar,Santa Rosa del Sur,MATCH,MATCH,Bolívar,Santa Rosa del Sur,MATCH,MATCH,FLAG
COL,476520006359,COLEGIO JESUS DE NAZARETH,3.5389083,-76.2984657,arcgis,uncertain,81.96,"C COLEGIO JESUS DE NAZARETH, Palmira, Valle del Cauca, Colombia",1.073117033751275,compare,3.5375,-76.2889,Valle del Cauca,Palmira,MATCH,MATCH,Valle del Cauca,Palmira,MATCH,MATCH,FLAG
COL,476520007127,INSTITUTO TÉCNICO COMERCIAL JUAN PABLO II,3.500831824054,-76.305237341629,arcgis,uncertain,83.5,"C JUANCHITO CARRERA 30 NUMERO 95 50 VIA CANDELARIA, Palmira, Valle del Cauca, Colombia",4.4623096109920874,compare,3.5375,-76.2889,Valle del Cauca,Palmira,MATCH,MATCH,Valle del Cauca,Palmira,MATCH,MATCH,FLAG
COL,476520007207,COLEGIO MILITAR ALMIRANTE COLON,3.52833,-76.45386,arcgis,street,98.95,"C PALMASECA, Palmira, Valle del Cauca, Colombia",18.3362288444014,compare,3.5375,-76.2889,Valle del Cauca,Palmira,MATCH,MATCH,Valle del Cauca,Palmira,MATCH,MATCH,KEEP_ORIGINAL
COL,476520007525,LICEO ESTRELLAS DEL SABER,3.551229748291,-76.307424078749,arcgis,uncertain,85.74,"KR 37 101 119 BR CIUDAD DEL CAMPO, Palmira, Valle del Cauca, Colombia",2.5607108432067696,compare,3.5375,-76.2889,Valle del Cauca,Palmira,MATCH,MATCH,Valle del Cauca,Palmira,MATCH,MATCH,FLAG
COL,476520007622,LICEO PEDAGÓGICO MAYOR VENCEDORES,3.4672992,-76.3315093,arcgis,centroid,90.03,"C BOLO SAN ISIDRO CARRERA 5 4 88, Palmira, Valle del Cauca, Colombia",15.654735272156827,compare,3.60806,-76.3342,Valle del Cauca,Palmira,MATCH,MATCH,Valle del Cauca,Palmira,MATCH,MATCH,KEEP_ORIGINAL
COL,476892100092,CORPORACION EDUCATIVA NISI SCHOOL,3.56265,-76.56058,arcgis,uncertain,85.31,"CM A DAPA FINC KILOMETRO 1, Yumbo, Valle del Cauca, Colombia",0.0,compare,3.56265,-76.56058,Valle del Cauca,Yumbo,MATCH,MATCH,Valle del Cauca,Yumbo,MATCH,MATCH,FLAG
COL,476892800043,LICEO FRANCES PAUL VALERY,3.5813777,-76.4946476,arcgis,centroid,93.51,"CT CALI YUMBO, Yumbo, Valle del Cauca, Colombia",0.0,compare,3.5813777,-76.4946476,Valle del Cauca,Yumbo,MATCH,MATCH,Valle del Cauca,Yumbo,MATCH,MATCH,KEEP_ORIGINAL
COL,481065003021,ESCUELA ALTO BONITO,6.89583,-71.48028,arcgis,street,95.0,"VDA NUEVO MUNDO, Arauquita, Arauca, Colombia",23.92526649329198,compare,6.799722,-71.286389,Arauca,Arauquita,MATCH,MATCH,Arauca,Arauquita,MATCH,MATCH,KEEP_ORIGINAL
COL,481794005085,ESCUELA ADVENTISTA LIBERTAD HOREB,6.46125,-71.73426,arcgis,uncertain,80.0,"VDA LA HERMOSA CAS CASA ZIN, Tame, Arauca, Colombia",20.0549378137158,compare,6.555278,-71.889167,Arauca,Tame,MATCH,MATCH,Arauca,Tame,MATCH,MATCH,FLAG
COL,481794005115,COLEGIO ADVENTISTA PUERTO JORDAN,6.95306,-70.61722,arcgis,uncertain,83.4,"CP PUERTO JORDAN, Tame, Arauca, Colombia",141.76676924668496,compare,6.520833,-71.825,Arauca,Arauca,MATCH,MISMATCH,Arauca,Tame,MATCH,MATCH,FLAG
COL,483001000412,LICEO LARANDIA,1.48217,-75.49384,arcgis,uncertain,86.67,"VDA FUERTE MILITAR LARANDIA, Florencia, Caquetá, Colombia",0.0617059761745749,compare,1.481944,-75.493333,Caquetá,Florencia,MATCH,MATCH,Caquetá,Florencia,MATCH,MATCH,FLAG
COL,485001003775,COLEGIO GIMNASIO DE LOS LLANOS,5.35,-71.08335,arcgis,uncertain,83.44,"C SANTAFE DE MORICHAL KM 9, Yopal, Casanare, Colombia",145.2238291744464,compare,5.230278,-72.389444,Casanare,Trinidad,MATCH,MISMATCH,Casanare,Yopal,MATCH,MATCH,FLAG
COL,485001004348,ACADEMIA MILITAR JOSE ANTONIO PAEZ,5.29996,-72.13333,arcgis,uncertain,85.83,"VDA LA GUAFILLA FINC SAN NICOLAS, Yopal, Casanare, Colombia",29.39788669042527,compare,5.230278,-72.389444,Casanare,Yopal,MATCH,MATCH,Casanare,Yopal,MATCH,MATCH,FLAG
COL,425377800061,LICEO FRANCÉS BILINGÜE INTERNACIONAL DE BOGOTÁ,4.59791,-74.64212,arcgis,uncertain,83.64,"VDA SAN JOSE FINC CHICALA, La Calera, Cundinamarca, Colombia",0.0,compare,4.59791,-74.64212,Cundinamarca,Jerusalén,MATCH,MISMATCH,Cundinamarca,Jerusalén,MATCH,MISMATCH,FLAG
COL,425473000866,GIMNASIO BILINGUE CAMPESTRE MARIE CURIE,4.6737557,-74.1793744,arcgis,uncertain,86.71,"VDA SAN FRANCISCO PREDIO LA ESCUELA, Mosquera, Cundinamarca, Colombia",6.383559975849115,compare,4.703813,-74.22845,Cundinamarca,Mosquera,MATCH,MATCH,Cundinamarca,Mosquera,MATCH,MATCH,FLAG
COL,425754001551,INSTITUTO TECNOLOGOGICO LOS ANDES,4.574701015174,-74.218128870343,arcgis,street,99.56,"CL 11 1A 35 BR SAN MARCOS, Soacha, Cundinamarca, Colombia",1.839952230251717,compare,4.580277778,-74.2025,Cundinamarca,Soacha,MATCH,MATCH,Cundinamarca,Soacha,MATCH,MATCH,KEEP_ORIGINAL
COL,425769060660,COLEGIO NUESTRA SEÑORA DEL ROSARIO CAMPESTRE,4.8041083,-74.113601,arcgis,street,96.36,"VDA EL ABRA, Cota, Cundinamarca, Colombia",28.184250026056308,compare,4.57389,-74.22,Cundinamarca,Cota,MATCH,MATCH,Cundinamarca,Soacha,MATCH,MISMATCH,FLAG
COL,425785800037,COLEGIO CAMPESTRE SAN NICOLAS  SEDE PRINCIPAL,4.9130658,-74.0818099,arcgis,uncertain,83.77,"VDA LOURDES FINC COLEGIO BASICO, Tabio, Cundinamarca, Colombia",0.0,compare,4.9130658,-74.0818099,Cundinamarca,Tabio,MATCH,MATCH,Cundinamarca,Tabio,MATCH,MATCH,FLAG
COL,425785800045,GIMNASIO ANDINO CAMPESTRE,4.9130658,-74.0818099,arcgis,uncertain,81.18,"VDA LOURDES FINC GIMNASIO ANDINO CAMPESTRE, Tabio, Cundinamarca, Colombia",0.0,compare,4.9130658,-74.0818099,Cundinamarca,Tabio,MATCH,MATCH,Cundinamarca,Tabio,MATCH,MATCH,FLAG
COL,447551000863,ESCUELA RURAL MIXTA EL MANANTIAL,10.16244,-74.34925,arcgis,street,97.5,"VDA EL MANANTIAL, Sabanas de San Ángel, Magdalena, Colombia",0.0,compare,10.16244,-74.34925,Magdalena,Sabanas de San Ángel,MATCH,MATCH,Magdalena,Sabanas de San Ángel,MATCH,MATCH,KEEP_ORIGINAL
COL,447555001589,ESCUELA RURAL MIXTA SAGRADO CORAZÓN DE JESUS,9.73337,-74.39995,arcgis,street,96.92,"VDA TAMBORA, Nueva Granada, Magdalena, Colombia",0.0,compare,9.73337,-74.39995,Magdalena,Nueva Granada,MATCH,MATCH,Magdalena,Nueva Granada,MATCH,MATCH,KEEP_ORIGINAL
COL,447555001821,ESCUELA NUEVA TRES DE JUNIO,10.74465,-74.24704,arcgis,uncertain,88.67,"VDA NUEVO HORIZONTE, Nueva Granada, Magdalena, Colombia",0.0,compare,10.74465,-74.24704,Magdalena,Zona Bananera,MATCH,MISMATCH,Magdalena,Zona Bananera,MATCH,MISMATCH,FLAG
COL,447570000181,ESCUELA RURAL MIXTA KILOMETRO 6,10.9763345,-74.5590342,arcgis,uncertain,82.15,"C PALERMO FINC KILOMETRO 6 VIA ISLA SALAMANCA, Sitionuevo, Magdalena, Colombia",0.0,compare,10.9763345,-74.5590342,Magdalena,Sitionuevo,MATCH,MATCH,Magdalena,Sitionuevo,MATCH,MATCH,FLAG
COL,376520800158,LICEO CONSTRUCTORES DEL ARTE SEDE ALTERNA,3.502685983434,-76.297484923293,arcgis,centroid,91.97,"CL 5 24A 87 BR CEREZOS DE LA ITALIA, Palmira, Valle del Cauca, Colombia",0.0,compare,3.502685983434,-76.297484923293,Valle del Cauca,Palmira,MATCH,MATCH,Valle del Cauca,Palmira,MATCH,MATCH,KEEP_ORIGINAL
COL,376520800204,LICEO GOTITAS DE AMOR,3.543780484956,-76.292179220492,arcgis,centroid,93.08,"KR 23 45 110 BR ALTAMIRA, Palmira, Valle del Cauca, Colombia",,fill,,,Valle del Cauca,Palmira,MATCH,MATCH,,,NO_DATA,NO_DATA,ACCEPT_CENTROID
COL,381001800055,COLEGIO SANTA BARBARA DE ARAUCA,6.461439644403,-71.726434206769,arcgis,uncertain,81.46,"CL 12 10 91 BR MERIDIANO 70, Arauca, Arauca, Colombia",0.0,compare,6.461439644403,-71.726434206769,Arauca,Tame,MATCH,MISMATCH,Arauca,Tame,MATCH,MISMATCH,FLAG
COL,381001800063,COLEGIO MODERNO RAFAEL POMBO,7.086503030591,-70.747193702102,arcgis,street,96.59,"CL 21 8 45 BR LAS AMNERICAS, Arauca, Arauca, Colombia",0.0,compare,7.086503030591,-70.747193702102,Arauca,Arauca,MATCH,MATCH,Arauca,Arauca,MATCH,MATCH,KEEP_ORIGINAL
COL,125281000303,INSTITUCIÓN EDUCATIVA DE DESARROLLO RURAL,4.316036613436,-73.950164135746,arcgis,uncertain,80.0,"VDA SECTOR LA MESITA KILOMETRO 1 VIA GUTIERREZ, Fosca, Cundinamarca, Colombia",69.8623122835229,compare,4.80878,-74.34121,Cundinamarca,Fosca,MATCH,MATCH,Cundinamarca,Facatativá,MATCH,MISMATCH,FLAG
COL,125286000620,CONCENTRACIÓN URBANA RICARDO DUQUE,4.7148651,-74.2129966,arcgis,uncertain,80.0,"CL KILOMETRO 13 0 BR MARTINEZ RICO, Funza, Cundinamarca, Colombia",17.632513266614026,compare,4.80878,-74.34121,Cundinamarca,Funza,MATCH,MATCH,Cundinamarca,Facatativá,MATCH,MISMATCH,FLAG
COL,125286001111,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL BICENTENARIO,4.725496814577,-74.225982320692,arcgis,centroid,93.61,"KR 19A 16 00 BR VILLA PAUL, Funza, Cundinamarca, Colombia",15.773149119463822,compare,4.80878,-74.34121,Cundinamarca,Mosquera,MATCH,MISMATCH,Cundinamarca,Facatativá,MATCH,MISMATCH,FLAG
