iso,id_centro,gps_lat,gps_lon,geocoded_lat,geocoded_lon,distance_km,arcgis_score,query_precision,query,address_returned
SUR,L2012,5.727777777777778,-55.28388888888889,5.693968643187,-55.225123552543,7.51,88.03,street,"WEG NAAR REEBERG 16, Lelydorp, WANICA, Suriname","Weg, Lelydorp, Wanica"
SUR,G1082,5.808055555555556,-55.19638888888888,5.808224208286,-55.19635944363,0.02,99.0,street,"RAKARAKASTR 2, Flora, PARAMARIBO, Suriname","Rakarakastraat, Flora, Paramaribo"
SUR,G1136,5.812777777777778,-55.18666666666666,5.813013730289,-55.186371481766,0.04,98.39,street,"COMMEWIJNESTR 27, Flora, PARAMARIBO, Suriname","Commewijnestraat 27, Beekhuizen, Paramaribo"
SUR,L4001,5.617222222222223,-54.39527777777778,5.611986356129,-54.381458097355,1.64,100.0,street,"LIJNWEG, Moengo, MAROWIJNE, Suriname","Lijnweg, Moengo, Marowijne"
SUR,M0004,4.113055555555556,-54.6725,3.372791602,-54.90648784,86.31,86.05,street,"Akontoe Velantie, Tapanahony, SIPALIWINI, Suriname","Tapanahony, Sipaliwini"
SUR,G1084,5.8052777777777775,-55.19166666666666,5.8056744295,-55.19185769922,0.05,97.93,street,"GIJSBERT DIJKSTEELSTR, Flora, PARAMARIBO, Suriname","Gijsbert Dijksteelstraat, Beekhuizen, Paramaribo"
SUR,M1028,5.8025,-55.17916666666667,5.802985651327,-55.179091363763,0.05,100.0,street,"DJOEMOEWEG 4, Beekhuizen, PARAMARIBO, Suriname","Djoemoeweg 4, Beekhuizen, Paramaribo"
SUR,M1007,5.829444444444444,-55.153055555555554,5.829355914998,-55.153708949291,0.07,98.39,street,"MGR. WULFINGHSTR 3, Centrum, PARAMARIBO, Suriname","Mgr. Wulfinghstraat 3, Rainville, Paramaribo"
SUR,NATIN,5.809722222222222,-55.21361111111111,5.809688015479,-55.213734552561,0.01,97.7,street,"Mr.J.Lachmonstraat 180-182, Flora, PARAMARIBO, Suriname","Mr. J. Lachmonstraat 180, Tammenga, Paramaribo"
SUR,G1129,5.836388888888888,-55.20027777777778,5.836686385283,-55.200719896796,0.06,99.74,street,"EDMUNDSTR 3-5, Welgelegen, PARAMARIBO, Suriname","Edmundstraat 3, Welgelegen, Paramaribo"
SUR,L1024,5.795277777777778,-55.18055555555555,5.795535731965,-55.180858688048,0.04,100.0,street,"HOCKEYSTR 31, Latour, PARAMARIBO, Suriname","Hockeystraat 31, Latour, Paramaribo"
SUR,G1080,5.839444444444444,-55.21694444444445,5.839683132171,-55.216863404595,0.03,100.0,street,"WELGELEGENSTR 50, Welgelegen, PARAMARIBO, Suriname","Welgelegenstraat 50, Welgelegen, Paramaribo"
SUR,M1033,5.856944444444444,-55.13722222222222,5.857525021545,-55.138000616158,0.11,97.5,street,"SEYNIETSTR, Blauwgrond, PARAMARIBO, Suriname","Syenietstraat, Blauwgrond, Paramaribo"
SUR,G1131,5.795,-55.18055555555555,5.794671809205,-55.181134117386,0.07,100.0,street,"HOCKEYSTR, Latour, PARAMARIBO, Suriname","Hockeystraat, Latour, Paramaribo"
SUR,G8007,5.662222222222223,-55.21944444444445,5.652917282119,-55.233548567627,1.87,92.17,street,"COPIEWEG (OUD) 28, Noord, PARA, Suriname","Copieweg, Para-Noord, Para"
SUR,L3003,5.801666666666667,-55.12222222222222,5.620415255,-54.889686703,32.68,87.75,street,"MEERZORG/THURKOWEG 6, Meerzorg, COMMEWIJNE, Suriname","Meerzorg, Commewijne"
SUR,M1005,5.808888888888888,-55.19861111111111,5.808576140158,-55.199675651873,0.12,100.0,street,"ORMOSIASTR, Flora, PARAMARIBO, Suriname","Ormosiastraat, Flora, Paramaribo"
