iso,id_centro,gps_lat,gps_lon,geocoded_lat,geocoded_lon,distance_km,arcgis_score,query_precision,query,address_returned
MEX,29DPR0083A,19.12063,-98.16371,19.119003000259,-98.161547090002,0.29,97.2,street,"CALLE ASCENCION TEPAL ORIENTE 0, LA SANTISIMA, 90950, SAN PABLO DEL MONTE, TLAXCALA, Mexico","Privada Ascención Tepal, La Santísima, Villa Vicente Guerrero, San Pablo del Monte, Tlaxcala, 90950"
MEX,21ETV0349X,18.999306,-97.928566,18.983151957189,-97.904715415192,3.08,87.15,street,"CALLE KILOMETRO 30 CARRETERA PUEBLA-TEPEACA  0, NINGUNO, 75205, TEPEACA, PUEBLA, Mexico","Carretera a Puebla, Jamaica, Tepeaca, Puebla, 75200"
MEX,20DTV0934R,16.3267,-96.4484,16.342970501326,-96.604334403111,16.74,83.08,street,"NINGUNO NINGUNO 0, NINGUNO, 70839, MIAHUATLÁN DE PORFIRIO DÍAZ, OAXACA, Mexico","Calle ninguno, 3 de Octubre, Miahuatlán de Porfirio Díaz, Oaxaca, 70805"
MEX,09PPR1145V,19.361351,-99.092774,19.365586795611,-99.091991597402,0.48,99.0,street,"CALLE AZTECAS 1, LA ASUNCIÓN, 09000, IZTAPALAPA, CIUDAD DE MÉXICO, Mexico","Cerrada Aztecas 1, La Asunción, Iztapalapa, Ciudad de México, 09000"
MEX,04DPR0608F,18.359364,-89.44166,18.36,-89.441,0.1,91.19,street,"CALLE NINGUNO 0, MANUEL CASTILLA BRITO, 24645, CALAKMUL, CAMPECHE, Mexico","24645, Manuel Castilla Brito, Calakmul, Campeche"
MEX,12DPR2329R,17.8501,-100.058,17.733801191,-100.026935508,13.34,83.38,street,"NINGUNO NINGUNO 0, NINGUNO, 00000, GENERAL HELIODORO CASTILLO, GUERRERO, Mexico","General Heliodoro Castillo, Guerrero"
MEX,31ECB0024U,20.996197,-89.230425,20.9834827,-89.2290275,1.42,82.0,street,"CARRETERA CACALCHEN-MOTUL KILOMETRO 2 0, NINGUNO, 97460, CACALCHÉN, YUCATÁN, Mexico","97460, Cacalchén, Yucatán"
MEX,21DPR1895M,18.125556,-98.084167,18.116005439365,-98.087610322092,1.12,99.0,street,"CALLE CENTRAL GUERRERO  36, SAN FRANCISCO, 74860, SAN PABLO ANICANO, PUEBLA, Mexico","Avenida Central Guerrero 36, San Francisco, San Pablo Anicano, Puebla, 74860"
MEX,07ETH0021H,17.409363,-91.66122,17.3148077,-91.3865073,30.99,82.0,street,"NINGUNO CARRETERA MUNICIPAL PALENQUE - GREGORIO MENDEZ MAGAÑA 51 KILOMETROS MAS 500 METROS MARGEN IZQUIERDO 0, REFORMA AGRARIA ( CHINIQUIJA), 29966, PALENQUE, CHIAPAS, Mexico","29966, Palenque, Chiapas"
MEX,21DPB0012N,18.705,-97.531667,18.599846,-97.6573882,17.67,86.03,street,"NINGUNO NINGUNO 0, NINGUNO, 75689, TLACOTEPEC DE BENITO JUÁREZ, PUEBLA, Mexico","75689, San Francisco, Puebla"
MEX,16DST0050R,19.881737,-101.772359,19.880057569929,-101.772076539757,0.19,99.36,street,"CALLE HIDALGO 0, LA VIRGEN , 58710, ZACAPU, MICHOACÁN DE OCAMPO, Mexico","Calle Hidalgo, Santa Gertrudis, La Virgen, Zacapu, Michoacán de Ocampo, 58710"
MEX,11DPR2068X,21.09127,-101.67325,21.0936,-101.674,0.27,87.23,street,"NINGUNO CRISTAL 0, LOURDES, 37470, LEÓN, GUANAJUATO, Mexico","37470, Lourdes, León, Guanajuato"
MEX,11EPR0835J,20.90125,-101.51838,20.901101015846,-101.517167655906,0.13,99.13,street,"CALLE LAS FLORES 0, RAFAEL CORRALES AYALA, 36212, ROMITA, GUANAJUATO, Mexico","Calle Las Flores, Fraccionamiento Rafael Corrales Ayala, Romita, Guanajuato, 36212"
MEX,20KPR1255B,15.8958,-96.4842,15.9246348,-96.4189052,7.68,82.75,street,"NINGUNO NINGUNO 0, NINGUNO, 70960, PLUMA HIDALGO, OAXACA, Mexico","70960, Pluma Hidalgo, Oaxaca"
MEX,04PPR0023I,19.852347,-90.525381,19.851454854874,-90.525462138711,0.1,100.0,street,"CALLE MARIANO ESCOBEDO 6, DE SAN FRANCISCO, 24010, CAMPECHE, CAMPECHE, Mexico","Calle Mariano Escobedo 6, De San Francisco, San Francisco De Campeche, Campeche, 24010"
MEX,19EPR1176P,25.798245,-100.26817,25.798622577218,-100.268760791572,0.07,96.89,street,"CALLE PASTIZALES 0, VALLE DE LAS PALMAS V, 66612, APODACA, NUEVO LEÓN, Mexico","Calle Pastizales, Valle de Las Palmas Quinto Sector, Apodaca, Nuevo León, 66612"
MEX,30DPR2066N,18.814134,-97.201595,18.813814197787,-97.201569662616,0.04,99.56,street,"CALLE RICARDO FLORES MAGÓN 0, LAS ARBOLEDAS, 94724, NOGALES, VERACRUZ DE IGNACIO DE LA LLAVE, Mexico","Calle Ricardo Flores Magón, Las Arboledas, Nogales, Veracruz de Ignacio de la Llave, 94724"
MEX,30DPR2047Z,19.04404,-96.42973,19.043354710584,-96.429368251203,0.09,97.18,street,"CALLE LIBERTAD PONIENTE 0, SOLEDAD DE DOBLADO CENTRO, 94240, SOLEDAD DE DOBLADO, VERACRUZ DE IGNACIO DE LA LLAVE, Mexico","Calle Libertad P, El Roble, Soledad de Doblado, Veracruz de Ignacio de la Llave, 94243"
MEX,05ETK0082K,25.650805,-102.959578,25.6528,-102.958,0.27,91.86,street,"CALLE CONOCIDO 0, SANTA SOFÍA (SOFÍA DE ABAJO), 27955, SAN PEDRO, COAHUILA DE ZARAGOZA, Mexico","27955, Sofía de Abajo, Santa Sofía, San Pedro, Coahuila de Zaragoza"
MEX,20DPR0053P,17.6779,-96.2263,17.676215604078,-96.124471909491,10.79,88.33,street,"CALLE MANANTIAL 0, NINGUNO, 68435, AYOTZINTEPEC, OAXACA, Mexico","Calle, Ayotzintepec, Oaxaca, 68435"
MEX,09PES0701E,19.446687,-99.1605,19.448458954052,-99.160099254333,0.2,98.5,street,"CALLE SABINO 1, SANTA MARÍA LA RIBERA, 06400, CUAUHTÉMOC, CIUDAD DE MÉXICO, Mexico","Calle Sabino 1, Santa María La Ribera, Cuauhtémoc, Ciudad de México, 06400"
MEX,02PPR0201X,32.630121,-115.47,32.622020773157,-115.417068253327,5.04,92.84,street,"CALZADA MANUEL GÓMEZ MORÍN (PERIFÉRICO ORIENTE) 0, RANCHO LA BODEGA, 21379, MEXICALI, BAJA CALIFORNIA, Mexico","Calzada Manuel Gómez Morin, Rancho La Bodega, Mexicali, Baja California, 21379"
MEX,13DPR1125P,20.132417,-99.383533,20.1321593,-99.3912598,0.81,82.4,street,"NINGUNO NINGUNO 0, NINGUNO, 42928, TEPETITLÁN, HIDALGO, Mexico","42928, Tepetitlán, Hidalgo"
MEX,19KTV0180E,24.945886,-99.801735,24.9472,-99.7866,1.53,88.46,street,"NINGUNO NINGUNO 0, LA ESTRELLA, 67824, LINARES, NUEVO LEÓN, Mexico","67824, La Estrella, Linares, Nuevo León"
MEX,07KPB0373O,17.131585,-91.717966,16.946193566462,-91.301782143667,48.81,87.47,street,"CALLE INDEPENDENCIA 0, NINGUNO, 29950, OCOSINGO, CHIAPAS, Mexico","Avenida Independencia, Ocosingo, Chiapas, 29936"
MEX,11DPR0914X,20.64899,-100.710049,20.645257382976,-100.673888191963,3.79,92.76,street,"CALLE FRANCISCO VILLA 0, LOS GALVANES, 38133, CELAYA, GUANAJUATO, Mexico","Calle Francisco Villa, Los Capulines, Celaya, Guanajuato, 38133"
MEX,09DPR5011B,19.292582,-99.230221,19.283197826342,-99.229370091755,1.05,97.5,street,"AVENIDA CHICOASEN 1, HÉROES DE PADIERNA, 14200, TLALPAN, CIUDAD DE MÉXICO, Mexico","Calle Chicoasen 1, Héroes de Padierna, Tlalpan, Ciudad de México, 14200"
MEX,21KPR1058Z,18.3108,-97.091,18.481563100102,-97.126498598527,19.35,85.96,street,"CALLE PLAZA PRINCIPAL  0, NINGUNO, 75906, VICENTE GUERRERO, PUEBLA, Mexico","Calle, 4 Caminos, Vicente Guerrero, Puebla, 75900"
MEX,14KTV0326N,20.209667,-105.369889,20.3183788,-105.3186319,13.22,82.0,street,"NINGUNO NINGUNO 0, ASENTAMIENTO HUMANO, 48400, CABO CORRIENTES, JALISCO, Mexico","48400, El Tuito, Jalisco"
MEX,26DPR0445X,28.896389,-110.2475,28.8053817,-110.5786488,33.8,82.04,street,"NINGUNO NINGUNO 0, NINGUNO, 85540, LA COLORADA, SONORA, Mexico","85540, La Colorada, Sonora"
MEX,11KPR0104H,19.99444,-100.54222,20.068385904308,-100.529767149653,8.32,92.7,street,"CALLE LA SOLEDAD 0, LA SOLEDAD, 38795, TARANDACUAO, GUANAJUATO, Mexico","Calle La Soledad, La Mora, Tarandacuao, Guanajuato, 38797"
MEX,21DPR0977P,18.500966,-98.810836,18.467232813172,-98.778570943002,5.06,98.6,street,"CALLE REFORMA 10, RANCHERIA, 74702, TEOTLALCO, PUEBLA, Mexico","Calle Reforma 10, Teotlalco, Puebla, 74700"
MEX,30DPR0731D,18.44516,-95.21365,18.445180965795,-95.213695613301,0.01,95.3,street,"PEATONAL LIBORIO F CHICO 242, NINGUNO, 95789, SAN ANDRÉS TUXTLA, VERACRUZ DE IGNACIO DE LA LLAVE, Mexico","Calle Liborio F. Chigo 242, Centro, San Andrés Tuxtla, Veracruz De Ignacio De La Llave, 95700"
MEX,21DPR0187D,18.051111,-97.84,18.023035661806,-97.941490435592,11.18,92.81,street,"CALLE LAZARO CARDENAS 15  0, NINGUNO, 74970, PETLALCINGO, PUEBLA, Mexico","Calle Lázaro Cárdenas, Petlalcingo, Puebla, 74978"
MEX,16KPR3141A,19.3943,-100.662,18.743716945,-102.798936944,235.94,81.93,street,"NINGUNO NINGUNO 0, NINGUNO, 00000, TUZANTLA, MICHOACÁN DE OCAMPO, Mexico","Ninguno, Aguililla, Michoacán De Ocampo"
MEX,13DTV0033R,20.874833,-98.764361,20.875621143995,-98.765337655211,0.13,98.89,street,"CALLE EVODIO CASTILLO 1, NINGUNO, 43109, MOLANGO DE ESCAMILLA, HIDALGO, Mexico","Calle Evodio Castillo 1, Naopa, Molango de Escamilla, Hidalgo, 43109"
MEX,25KPR0787D,26.0707,-107.841,25.874880556,-108.307322222,51.45,88.47,street,"NINGUNO NINGUNO 0, NINGUNO, 81960, SINALOA, SINALOA, Mexico","Ninguno, Sinaloa"
MEX,30PPR2914D,18.4244,-95.11292,18.424384357441,-95.113044275815,0.01,99.53,street,"CALLE SALVADOR DIAZ MIRON 0, EL RODEO, 95870, CATEMACO, VERACRUZ DE IGNACIO DE LA LLAVE, Mexico","Calle Salvador Díaz Mirón, El Rodeo, Catemaco, Veracruz de Ignacio de la Llave, 95870"
MEX,13DTV0788N,21.151169,-98.453789,21.1583217,-98.4181733,3.78,84.0,street,"NINGUNO NINGUNO 0, NINGUNO, 43005, HUEJUTLA DE REYES, HIDALGO, Mexico","43005, Huejutla de Reyes, Hidalgo"
MEX,32DPR1186R,23.3265,-102.995,23.0766521,-102.7241179,39.22,82.31,street,"CALLE SAN IGNACIO 0, NINGUNO, 99150, FRESNILLO, ZACATECAS, Mexico","99150, Colonia Miguel Hidalgo, Zacatecas"
MEX,30PES0071J,19.416183,-96.997978,19.416265310448,-96.997978751081,0.01,98.69,street,"CALLE IGNACIO ZARAGOZA 8, CENTRO, 91240, XICO, VERACRUZ DE IGNACIO DE LA LLAVE, Mexico","Calle Ignacio Zaragoza 8, Xico, Veracruz De Ignacio De La Llave, 91240"
MEX,26PES0017C,30.704898,-112.150701,30.87193,-112.967089722,80.17,82.8,street,"NINGUNO (845) 163, NINGUNO, 00000, CABORCA, SONORA, Mexico","Ninguno, Caborca, Sonora"
MEX,07DST0103Y,17.061019,-92.722357,17.0606,-92.7221,0.05,84.0,street,"CALLE SAN VICENTE (NO EXISTE EN 2000) LOC. 9996 0, CENTRO, 29840, EL BOSQUE, CHIAPAS, Mexico","29840, Centro, El Bosque, Chiapas"
MEX,23PBH0007W,18.49709,-88.29424,18.494948181862,-88.294870314326,0.25,90.84,street,"CALLE 16 DE SEPTIEMBRE 0, NINGUNO, 77090, OTHÓN P. BLANCO, QUINTANA ROO, Mexico","Avenida 16 de Septiembre, Plutarco Elías Calles, Chetumal, Othón P. Blanco, Quintana Roo, 77090"
MEX,11DPR0579K,20.18302,-100.96175,20.180900609296,-100.961927940319,0.24,99.05,street,"CALLE MIGUEL HIDALGO 0, SANTA TERESA (LA MAJADA), 38975, SANTIAGO MARAVATÍO, GUANAJUATO, Mexico","Calle Miguel Hidalgo, La Majada, Santa Teresa, Santiago Maravatío, Guanajuato, 38975"
MEX,14EPR0200X,20.392386,-103.124106,20.392353190292,-103.123249124327,0.09,96.61,street,"CALLE PRIVADA GONZALEZ GALLO 1, ASENTAMIENTO HUMANO, 45930, CHAPALA, JALISCO, Mexico","Privada González Gallo 1, Atotonilquillo, Chapala, Jalisco, 45930"
MEX,11DPR2545H,21.150881,-100.954439,21.155649568492,-100.934842080313,2.1,97.41,street,"NINGUNO JALISCO 4, LINDAVISTA, 37800, DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GUANAJUATO, Mexico","Calle Jalisco 4, Centro, Dolores Hidalgo Cuna De La Independencia Nacional, Guanajuato, 37800"
MEX,25DPR0434S,25.534616,-108.21695,25.629055555,-108.402938889,21.41,88.47,street,"NINGUNO NINGUNO 0, NINGUNO, 81181, GUASAVE, SINALOA, Mexico","Ninguno, Guasave, Sinaloa"
MEX,18DES0061C,22.500379,-105.360236,22.500138856703,-105.360367850103,0.03,99.03,street,"CALLE EMILIANO CARRANZA  34, LAS COLONIAS, 63436, ACAPONETA, NAYARIT, Mexico","Calle Emilio Carranza 34, Las Colonias, Acaponeta, Nayarit, 63436"
MEX,07DPR0753O,17.186028,-92.361191,17.179318069956,-92.339621216476,2.41,88.53,street,"CALLE CHITALTIC 0, NINGUNO, 29930, YAJALÓN, CHIAPAS, Mexico","Carretera a Chitaltic, Campo, Yajalón, Chiapas, 29930"
BRA,16024001,-0.0394996,-51.0908797,-0.036361953261,-51.087632086634,0.5,100.0,street,"RODOVIA JUCELINO KUBITSCHEK, Macapá, Amapá, Brazil","Rodovia Presidente Juscelino Kubitschek, Macapá, Amapá, 68903"
BRA,25101250,-7.541389,-34.8264,-7.471746,-34.8121849,7.9,83.53,street,"RUA LUIZ CHAXIER, Pitimbu, Paraíba, Brazil","Pitimbu, Paraíba"
BRA,35025501,-22.3151683333333,-49.0309916666667,-22.314677554587,-49.031165361264,0.06,100.0,street,"RUA SAO VALENTIM, Bauru, São Paulo, Brazil","Rua São Valentim, Bauru, São Paulo, 17032-288"
BRA,41120892,-24.82309863,-49.26112695,-24.825668,-49.261447,0.29,86.29,street,"RUA PRINCIPAL SN, Cerro Azul, Paraná, Brazil","Cerro Azul, Paraná"
BRA,35146365,-21.9900692,-51.6522921,-21.9857521,-51.6608679,1.01,87.32,street,"VIA PAUL HARRIS, Santo Anastácio, São Paulo, Brazil","Santo Anastácio, São Paulo"
BRA,33088489,-22.8726079,-43.2767931,-22.868844893121,-43.262035290037,1.57,100.0,street,"AV. ITAOCA, Rio de Janeiro, Rio de Janeiro, Brazil","Avenida Itaóca, Bonsucesso, Rio de Janeiro, 21061"
BRA,11074809,-11.7597847,-62.9091972,-11.6891717,-62.7154273,22.51,90.48,street,"LINHA 11 KM O, São Miguel do Guaporé, Rondônia, Brazil","São Miguel do Guaporé, Rondônia"
BRA,43022103,-29.13822187,-52.6040067,-29.09258,-52.5890238,5.28,89.77,street,"SITIO ALEGRE, Barros Cassal, Rio Grande do Sul, Brazil","Barros Cassal, Rio Grande do Sul"
BRA,29463025,-12.93928833,-38.35882167,-12.939124520946,-38.359096908898,0.03,97.74,street,"TRAVESSA ALTO DO CRUZEIRO, Salvador, Bahia, Brazil","Rua Alto do Cruzeiro, Itapuã, Salvador, Bahia, 41611-720"
BRA,35222689,-22.7047248,-44.3189167,-23.476831108887,-46.690350769365,257.31,90.37,street,"RUA CARLOS FRANCISCO CORREA, Bananal, São Paulo, Brazil","Rua Carlos Correa, Brasilandia, São Paulo, 02842-040"
BRA,13105205,-8.697796,-65.47574,-8.790760007124,-66.881103015915,154.8,95.73,street,"P. A MONTE/ LINHA 15, Lábrea, Amazonas, Brazil","Assentamento P A Do Monte Linha 1 15, Lábrea, Amazonas, 69830-000"
BRA,43055648,-28.37868,-54.31385,-28.3,-53.65,65.56,85.26,street,"ESQUINA BOA ESPERANCA, Entre-Ijuís, Rio Grande do Sul, Brazil","Boa Esperança, Panambi, Rio Grande do Sul"
BRA,25052101,-7.52539053,-36.14761409,-7.5254,-36.1477,0.01,97.56,street,"SITIO LAGES, Boqueirão, Paraíba, Brazil",Sítio Lajes
BRA,31172367,-21.792515,-45.700035,-21.790568780241,-45.706464763301,0.7,100.0,street,"AVENIDA CONEGO FRANCISCO, Cordislândia, Minas Gerais, Brazil","Avenida Cônego Francisco, Cordislândia, Minas Gerais, 37498-000"
BRA,42125901,-27.59754,-48.55088,-27.596583136073,-48.551698720683,0.13,100.0,street,"RUA DEODORO, Florianópolis, Santa Catarina, Brazil","Rua Deodoro, Ilha Florianópolis, Florianópolis, Santa Catarina, 88010-020"
BRA,13002619,0.1270918,-69.81205,0.1,-67.73333,231.16,84.65,street,"COMUNIDADE SANTA ROSA - IGARAPE CASTANHO, São Gabriel da Cachoeira, Amazonas, Brazil","Santa Rosa, São Gabriel da Cachoeira, Amazonas"
BRA,29055032,-10.71055,-40.44972,-10.7427463,-40.3624312,10.19,84.24,street,"RUA DA FEIRINHA, Pindobaçu, Bahia, Brazil","Pindobaçu, Bahia"
BRA,13069128,-3.4406774,-57.5695156,-3.3938295,-57.7208518,17.59,85.33,street,"COM.FE EM DEUS, Maués, Amazonas, Brazil","Maués, Amazonas"
BRA,21094225,-5.51611589,-47.44822037,-5.49101647188,-47.489104821666,5.32,100.0,street,"RUA SANTANA, Imperatriz, Maranhão, Brazil","Rua Santana, Imperatriz, Maranhão, 65905-060"
BRA,52075885,-17.5588658,-52.5637675,-17.559223187882,-52.56393111896,0.04,99.44,street,"RUA SEBASTIAO B. DE OLIVEIRA ESQUINA COM RUA NEGO AMANCIO Q.8 LT.03, Mineiros, Goiás, Brazil","Rua Sebastião Barbosa de Oliveira & Rua Nego Amâncio, Mineiros, Goiás, 75830-000"
BRA,13086537,0.1612391,-69.29322,-0.1292195,-67.0877647,247.35,86.42,street,"COMUNIDADE VILA NOVA, São Gabriel da Cachoeira, Amazonas, Brazil","São Gabriel da Cachoeira, Amazonas"
BRA,41120655,-24.83205447,-49.22301106,-24.825668,-49.261447,3.94,86.29,street,"RUA PRINCIPAL SN, Cerro Azul, Paraná, Brazil","Cerro Azul, Paraná"
BRA,11047399,-10.1998547,-63.8334981,-10.199613804091,-63.833345372152,0.03,99.84,street,"AV RONDONIA ESQUINA COM PETROPOLIS, Buritis, Rondônia, Brazil","Avenida Rondônia & Rua Petrópolis, Buritis, Rondônia, 76880-000"
BRA,27012611,-9.532064488,-36.67363601,-9.535429916982,-36.648432294038,2.79,84.21,street,"POVOADO COITE DAS PINHAS, Igaci, Alagoas, Brazil","Estrada para Coité, Igaci, Alagoas, 57620-000"
BRA,15106276,-3.5811633,-52.6179476,-3.307009499457,-52.538514584803,31.73,92.02,street,"ROD TRANSAMAZONICA KM 55, Brasil Novo, Pará, Brazil","Avenida Transamazônica, Brasil Novo, Pará, 68148-000"
BRA,26012359,-7.8765903,-38.7519241,-7.873958787725,-38.753711792348,0.35,100.0,street,"AV EUCLIDES CARVALHO, São José do Belmonte, Pernambuco, Brazil","Avenida Euclides Carvalho, São José do Belmonte, Pernambuco, 56950-000"
BRA,42080223,-27.14608299,-48.88353987,-27.150167665073,-48.874552843981,1.0,100.0,street,"RUA PONTA RUSSA, Brusque, Santa Catarina, Brazil","Rua Ponta Russa, Brusque, Santa Catarina, 88352"
BRA,15017931,-1.74142,-52.232063,-1.7542132,-52.2392598,1.63,86.67,street,"BAIXO XINGU, Porto de Moz, Pará, Brazil","Porto de Moz, Pará"
BRA,17040582,-7.5135632,-48.8397885,-7.5388238,-49.3663728,58.12,80.0,street,"ZONA RURAL - AREA DE ASSENTAMENTO P.A FILADELFIA, Pau D'Arco, Tocantins, Brazil","Pau d'Arco, Tocantins"
BRA,35134326,-22.9746343,-46.5457984,-22.974439138759,-46.54607422195,0.04,100.0,street,"AVENIDA EUROPA, Bragança Paulista, São Paulo, Brazil","Avenida Europa, Santa Luzia, Bragança Paulista, São Paulo, 12919-280"
BRA,41374290,-26.07318218,-52.83109421,-26.0751748,-52.8350388,0.45,85.71,street,"RUA IVO DORNELLES, Bom Sucesso do Sul, Paraná, Brazil","Bom Sucesso do Sul, Paraná"
BRA,35216537,-21.4740929,-46.7429833,-21.4742970376,-46.742815733142,0.03,100.0,street,"RUA SERAFIM MONTEIRO FILHO, Tapiratiba, São Paulo, Brazil","Rua Serafim Monteiro Filho, Tapiratiba, São Paulo, 13760-000"
BRA,15118746,-3.9634539,-49.264144,-4.090126494346,-49.051565696493,27.47,90.0,street,"PA 150, VILA 4 BOCAS, Breu Branco, Pará, Brazil","PA-150, Breu Branco, Pará, 68639-000"
BRA,12009431,-9.688699,-68.17605,-9.8239101,-67.9493172,29.04,80.0,street,"RUA BR364 KM 86 RIO ANTIMARY, Bujari, Acre, Brazil","Bujari, Acre"
BRA,35659137,-23.8709698,-46.7890554,-23.872135951329,-46.787086450722,0.24,100.0,street,"RUA ANTONIO ADOLFO DA SILVA, Embu-Guaçu, São Paulo, Brazil","Rua Antônio Adolfo da Silva, Cipó-Guaçu, Embu-Guaçu, São Paulo, 06929-345"
BRA,35124242,-20.8547367,-49.4157993,-20.854450668915,-49.412313141066,0.36,100.0,street,"RUA DOUTOR MARIO CLAPIER URBINATI, São José do Rio Preto, São Paulo, Brazil","Rua Doutor Mário Clapier Urbinati, Jardim Moysés Miguel Haddad, São José do Rio Preto, São Paulo, 15093-130"
BRA,43011454,-27.6863,-54.71251,-27.655,-54.76389,6.14,94.87,street,"LINHA ALECRIM, Alecrim, Rio Grande do Sul, Brazil","Alecrim, Rio Grande do Sul"
BRA,23163089,-7.24145231,-39.40920336,-7.240180930347,-39.409186785063,0.14,100.0,street,"RUA PLINIO CAVALCANTE, Crato, Ceará, Brazil","Rua Plínio Cavalcante, Alto da Penha, Crato, Ceará, 63104"
BRA,13079557,-3.663651464,-60.81386137,-3.2875142,-60.624436,46.81,86.67,street,"LAGO DO JACARE, Manacapuru, Amazonas, Brazil","Manacapuru, Amazonas"
BRA,35126925,-21.468234,-49.2325874,-21.467541976357,-49.229150381377,0.36,98.65,street,"CONEGO ALFREDO REITH, Novo Horizonte, São Paulo, Brazil","Avenida Cônego Alfredo Reith, Novo Horizonte, São Paulo, 14960"
BRA,43058272,-27.66498,-53.44051,-27.6651,-53.4403,0.02,95.24,street,"LINHA COXILHA DA LIBERDADE, Dois Irmãos das Missões, Rio Grande do Sul, Brazil",Coxilha da Liberdade
BRA,26128772,-8.01822,-34.90535,-8.014909073894,-34.906367911207,0.38,100.0,street,"RUA TAMBOARA, Recife, Pernambuco, Brazil","Rua Tamboara, Alto Santa Terezinha, Recife, Pernambuco, 52211-005"
BRA,35288378,-23.542199,-46.320747,-23.542708492953,-46.320679197748,0.06,99.85,street,"ALAMEDA MEYER JOSEPH NIGRI, Suzano, São Paulo, Brazil","Alameda Méier Joseph Nigri, Cidade Cruzeiro do Sul, Suzano, São Paulo, 08671-015"
BRA,35273284,-22.97318802,-45.50947942,-22.981415453198,-45.528091537812,2.11,100.0,street,"RUA PARTICULAR, Tremembé, São Paulo, Brazil","Rua Particular, Tremembé, São Paulo, 12120-000"
BRA,42073863,-27.01020835,-51.1623245,-27.010075834993,-51.162067728149,0.03,98.65,street,"PRESIDENTE CASTELO BRANCO, Videira, Santa Catarina, Brazil","Rua Castelo Branco, Cibrazém, Videira, Santa Catarina, 89564-001"
BRA,32020171,-19.5990853,-40.1998527,-19.338998347348,-40.056854821835,32.57,89.72,street,"RUA ANTONIO ARAUJO, Aracruz, Espírito Santo, Brazil","Rua Antônio Silva Araújo, Mosquito ou Conceição, Linhares, Espírito Santo, 29901"
BRA,22089993,-7.720585,-41.55051167,-7.71667,-41.53333,1.94,90.91,street,"LOCALIDADE FAZENDA NOVA, Isaías Coelho, Piauí, Brazil","Fazenda Nova, Isaías Coelho, Piauí"
BRA,31256889,-19.94167,-43.96753,-19.94148676775,-43.967362188264,0.03,100.0,street,"RUA MARACAJU, Belo Horizonte, Minas Gerais, Brazil","Rua Maracaju, Nova Granada, Belo Horizonte, Minas Gerais, 30431-350"
BRA,15052834,-0.902737216,-47.99417105,-22.516524743995,-55.739668815276,2545.13,94.27,street,"RUA PRINCIPAL, São João da Ponta, Pará, Brazil","Rua São João, Centro, Ponta Porã, Mato Grosso do Sul, 79902-012"
BRA,22122567,-9.1695113,-42.8732664,-9.166792910464,-42.877581704171,0.56,100.0,street,"AVENIDA JOAQUIM DIO, Bonfim do Piauí, Piauí, Brazil","Avenida Joaquim Dio, Bonfim do Piauí, Piauí, 64775-000"
COL,323001006120,8.747011482,-75.89010889,8.747172015136,-75.889997862228,0.02,99.52,street,"CL 15 4 62 BR BUENAVISTA, Montería, Córdoba, Colombia","Calle 15 4 62, Buenavista, Montería, Córdoba"
COL,205107000799,7.156793328,-75.58032469,7.1398,-75.58686,2.02,96.57,street,"VDA EL ROBLAL, Briceño, Antioquia, Colombia","El Roblal, Briceño, Antioquia"
COL,220621001001,10.29335497,-73.00053809,10.27299,-73.0155,2.79,89.1,street,"VDA ALTO RIECITO, La Paz, Cesar, Colombia","Alto Riecito, Cesar"
COL,125612000139,4.71419,-74.22522,4.307822571632,-74.730247106189,71.94,81.96,street,"CL 15A 11 119 BR MEGA COLEGIO, Ricaurte, Cundinamarca, Colombia","Ricaurte, Cundinamarca"
COL,115667000027,4.819275389,-73.1670126,4.815327783995,-73.123696268746,4.82,87.62,street,"KR 3 5 8 BR CENTRO, San Luis de Gaceno, Boyacá, Colombia","San Luis de Gaceno, Boyacá"
COL,241551002672,1.866939253,-76.15249157,1.8536,-76.0449,12.05,80.0,street,"COM TERRITORIO INDIGENA RUMIYAKO, Pitalito, Huila, Colombia","Pitalito, Huila"
COL,252838000389,1.141111,-77.623333,1.54023,-76.96384,85.7,88.82,street,"VDA LOMA LARGA, Túquerres, Nariño, Colombia","Vda. Loma Larga, La Cruz, Nariño"
COL,273563000631,3.77513,-74.91001,3.7878,-74.92151,1.9,94.19,street,"VDA CHENCHITO, Prado, Tolima, Colombia",Chenchito
COL,254250002027,8.633817905,-73.09845612,8.50737,-73.07202,14.36,97.33,street,"VDA LOS NARANJOS, El Tarra, Norte de Santander, Colombia","Los Naranjos, El Tarra, Norte de Santander"
COL,319001003719,2.460977048,-76.64355644,2.460984299567,-76.644069949759,0.06,95.23,street,"CL 2C 53 03 BR LOMAS DE GRANADA, Popayán, Cauca, Colombia","Calle 2C, Lomas de Granada, Popayán, Cauca"
COL,225839000407,4.777485981,-73.5755047,4.78111,-73.58222,0.85,96.57,street,"VDA SAN JUAN, Ubalá, Cundinamarca, Colombia","San Juan, Ubalá, Cundinamarca"
COL,252694000010,1.530833,-77.109444,1.53085,-77.1096,0.02,100.0,street,"VDA SANTIAGO, San Pedro de Cartago, Nariño, Colombia","Vda. Santiago, San Pedro de Cartago, Nariño"
COL,105001003131,6.290774354,-75.55954079,6.290915387818,-75.55963973308,0.02,99.62,street,"KR 50 B 97 A 30 BR SANTA CRUZ LA ROSA, Medellín, Antioquia, Colombia","Carrera 50B 97A 30, La Rosa, Medellín, Antioquia"
