ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,POVERTY_RATE,POVERTY_NUM,NBI_RATE,NBI_NUM,POVERTY_RATE_TOT,POVERTY_NUM_TOT,POVERTY_SOURCE
Brazil,BRA,Bahia,BR29,Santo Antônio de Jesus,BR2928703,42.18,38377.473,,,42.18,38377.473,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Santo Estêvão,BR2928802,60.34,28890.792,,,60.34,28890.792,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Desidério,BR2928901,63.36,17524.7424,,,63.36,17524.7424,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Domingos,BR2928950,53.54,4939.6004,,,53.54,4939.6004,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Felipe,BR2929107,67.4,13685.57,,,67.4,13685.57,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Félix,BR2929008,61.87,8722.4326,,,61.87,8722.4326,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Félix do Coribe,BR2929057,56.31,7347.3288,,,56.31,7347.3288,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Francisco do Conde,BR2929206,49.48,16418.9484,,,49.48,16418.9484,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Gabriel,BR2929255,69.36,12780.9672,,,69.36,12780.9672,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Gonçalo dos Campos,BR2929305,55.9,18605.197,,,55.9,18605.197,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São José da Vitória,BR2929354,71.11,4063.9365,,,71.11,4063.9365,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São José do Jacuípe,BR2929370,67.58,6879.644,,,67.58,6879.644,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Miguel das Matas,BR2929404,63.51,6613.9314,,,63.51,6613.9314,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,São Sebastião do Passé,BR2929503,52.65,22193.5545,,,52.65,22193.5545,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Sapeaçu,BR2929602,63.73,10569.6205,,,63.73,10569.6205,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Sátiro Dias,BR2929701,75.72,14359.5408,,,75.72,14359.5408,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Saubara,BR2929750,69.27,7758.9327,,,69.27,7758.9327,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Saúde,BR2929800,71.17,8430.0865,,,71.17,8430.0865,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Seabra,BR2929909,64.51,26963.8898,,,64.51,26963.8898,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Sebastião Laranjeiras,BR2930006,61.45,6372.9795,,,61.45,6372.9795,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Senhor do Bonfim,BR2930105,55.51,41309.9869,,,55.51,41309.9869,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Sento Sé,BR2930204,74.61,27922.7925,,,74.61,27922.7925,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Serra do Ramalho,BR2930154,73.83,23358.3354,,,73.83,23358.3354,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Serra Dourada,BR2930303,71.61,12970.0032,,,71.61,12970.0032,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Serra Preta,BR2930402,67.54,10401.8354,,,67.54,10401.8354,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Serrinha,BR2930501,59.26,45489.1612,,,59.26,45489.1612,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Serrolândia,BR2930600,66.77,8242.0888,,,66.77,8242.0888,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Simões Filho,BR2930709,50.55,59672.7585,,,50.55,59672.7585,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Sítio do Mato,BR2930758,87.7,10567.85,,,87.7,10567.85,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Sítio do Quinto,BR2930766,69.66,8771.5872,,,69.66,8771.5872,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Sobradinho,BR2930774,59.86,13169.2,,,59.86,13169.2,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Souto Soares,BR2930808,71.2,11320.088,,,71.2,11320.088,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Tabocas do Brejo Velho,BR2930907,72.66,8305.7646,,,72.66,8305.7646,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Tanhaçu,BR2931004,65.88,13184.5644,,,65.88,13184.5644,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Tanque Novo,BR2931053,66.9,10789.632,,,66.9,10789.632,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Tanquinho,BR2931103,64.29,5148.3432,,,64.29,5148.3432,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Taperoá,BR2931202,70.64,13243.5872,,,70.64,13243.5872,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Tapiramutá,BR2931301,72.1,11908.036,,,72.1,11908.036,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Teixeira de Freitas,BR2931350,40.4,55889.764,,,40.4,55889.764,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Teodoro Sampaio,BR2931400,73.47,5800.4565,,,73.47,5800.4565,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Teofilândia,BR2931509,62.86,13503.5852,,,62.86,13503.5852,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Teolândia,BR2931608,71.3,10578.068,,,71.3,10578.068,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Terra Nova,BR2931707,60.31,7721.4893,,,60.31,7721.4893,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Tremedal,BR2931806,66.22,11276.6038,,,66.22,11276.6038,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Tucano,BR2931905,71.56,37510.3208,,,71.56,37510.3208,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Uauá,BR2932002,72.2,17540.268,,,72.2,17540.268,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Ubaíra,BR2932101,68.7,13568.25,,,68.7,13568.25,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Ubaitaba,BR2932200,63.21,13078.7811,,,63.21,13078.7811,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Ubatã,BR2932309,66.6,16652.664,,,66.6,16652.664,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Uibaí,BR2932408,66.93,9119.2125,,,66.93,9119.2125,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Umburanas,BR2932457,85.1,14467,,,85.1,14467,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Una,BR2932507,66.2,15960.82,,,66.2,15960.82,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Urandi,BR2932606,58.69,9663.8954,,,58.69,9663.8954,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Uruçuca,BR2932705,58.4,11584.808,,,58.4,11584.808,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Utinga,BR2932804,69.14,12564.8122,,,69.14,12564.8122,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Valença,BR2932903,59.3,52583.089,,,59.3,52583.089,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Valente,BR2933000,52.48,12889.088,,,52.48,12889.088,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Várzea da Roça,BR2933059,71.1,9801.846,,,71.1,9801.846,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Várzea do Poço,BR2933109,59.5,5153.295,,,59.5,5153.295,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Várzea Nova,BR2933158,69.72,9114.4956,,,69.72,9114.4956,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Varzedo,BR2933174,60.29,5491.8161,,,60.29,5491.8161,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Vera Cruz,BR2933208,58.72,22059.3424,,,58.72,22059.3424,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Vereda,BR2933257,65.85,4477.8,,,65.85,4477.8,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Vitória da Conquista,BR2933307,42.47,130325.9902,,,42.47,130325.9902,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Wagner,BR2933406,65.1,5847.933,,,65.1,5847.933,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Wanderley,BR2933455,71.5,8926.775,,,71.5,8926.775,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Wenceslau Guimarães,BR2933505,63.72,14138.8308,,,63.72,14138.8308,Mapa de pobreza (2010)
Brazil,BRA,Bahia,BR29,Xique-Xique,BR2933604,70.86,32266.8096,,,70.86,32266.8096,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Abaiara,BR2300101,72.32,7590.7072,,,72.32,7590.7072,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Acarape,BR2300150,66.74,10236.5812,,,66.74,10236.5812,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Acaraú,BR2300200,75.98,43727.2498,,,75.98,43727.2498,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Acopiara,BR2300309,68.91,35254.356,,,68.91,35254.356,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Aiuaba,BR2300408,75.11,12170.0733,,,75.11,12170.0733,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Alcântaras,BR2300507,67.34,7253.1914,,,67.34,7253.1914,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Altaneira,BR2300606,72.73,4986.3688,,,72.73,4986.3688,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Alto Santo,BR2300705,64.32,10522.1088,,,64.32,10522.1088,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Amontada,BR2300754,79.35,31130.592,,,79.35,31130.592,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Antonina do Norte,BR2300804,70.12,4897.1808,,,70.12,4897.1808,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Apuiarés,BR2300903,71.55,9963.3375,,,71.55,9963.3375,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Aquiraz,BR2301000,57.72,41920.8816,,,57.72,41920.8816,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Aracati,BR2301109,60.19,41626.8021,,,60.19,41626.8021,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Aracoiaba,BR2301208,69.5,17646.745,,,69.5,17646.745,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ararendá,BR2301257,74.82,7849.3662,,,74.82,7849.3662,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Araripe,BR2301307,76.46,15815.751,,,76.46,15815.751,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Aratuba,BR2301406,73.1,8427.699,,,73.1,8427.699,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Arneiroz,BR2301505,69.81,5340.465,,,69.81,5340.465,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Assaré,BR2301604,67.97,15255.8665,,,67.97,15255.8665,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Aurora,BR2301703,67.63,16613.9858,,,67.63,16613.9858,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Baixio,BR2301802,63.4,3820.484,,,63.4,3820.484,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Banabuiú,BR2301851,74.67,12929.1105,,,74.67,12929.1105,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Barbalha,BR2301901,57.79,31971.1617,,,57.79,31971.1617,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Barreira,BR2301950,70.1,13720.673,,,70.1,13720.673,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Barro,BR2302008,67.53,14528.4042,,,67.53,14528.4042,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Barroquinha,BR2302057,78.68,11389.7168,,,78.68,11389.7168,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Baturité,BR2302107,62.97,20982.2337,,,62.97,20982.2337,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Beberibe,BR2302206,64.75,31928.8725,,,64.75,31928.8725,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Bela Cruz,BR2302305,75.24,23232.6072,,,75.24,23232.6072,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Boa Viagem,BR2302404,71.62,37599.0676,,,71.62,37599.0676,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Brejo Santo,BR2302503,62.13,28078.4109,,,62.13,28078.4109,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Camocim,BR2302602,72.62,43686.7396,,,72.62,43686.7396,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Campos Sales,BR2302701,66.68,17674.2008,,,66.68,17674.2008,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Canindé,BR2302800,71.13,52972.6449,,,71.13,52972.6449,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Capistrano,BR2302909,76.1,12984.182,,,76.1,12984.182,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Caridade,BR2303006,74.63,14940.926,,,74.63,14940.926,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Cariré,BR2303105,72.53,13307.0791,,,72.53,13307.0791,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Caririaçu,BR2303204,69.49,18340.4957,,,69.49,18340.4957,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Cariús,BR2303303,68.1,12644.127,,,68.1,12644.127,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Carnaubal,BR2303402,74.51,12477.4446,,,74.51,12477.4446,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Cascavel,BR2303501,60.68,40134.9656,,,60.68,40134.9656,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Catarina,BR2303600,72.13,13520.7685,,,72.13,13520.7685,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Catunda,BR2303659,76.18,7581.4336,,,76.18,7581.4336,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Caucaia,BR2303709,53.35,173622.7735,,,53.35,173622.7735,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Cedro,BR2303808,63.39,15547.6653,,,63.39,15547.6653,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Chaval,BR2303907,74.71,9424.6665,,,74.71,9424.6665,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Choró,BR2303931,79.7,10243.841,,,79.7,10243.841,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Chorozinho,BR2303956,66.41,12561.4515,,,66.41,12561.4515,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Coreaú,BR2304004,74.88,16439.1552,,,74.88,16439.1552,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Crateús,BR2304103,61.86,45041.5032,,,61.86,45041.5032,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Crato,BR2304202,51.76,62851.1328,,,51.76,62851.1328,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Croatá,BR2304236,80.39,13721.7691,,,80.39,13721.7691,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Cruz,BR2304251,68.53,15404.8587,,,68.53,15404.8587,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Deputado Irapuan Pinheiro,BR2304269,65.44,5951.768,,,65.44,5951.768,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ereré,BR2304277,66.74,4565.016,,,66.74,4565.016,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Eusébio,BR2304285,50.8,23384.764,,,50.8,23384.764,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Farias Brito,BR2304301,70.94,13483.5658,,,70.94,13483.5658,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Forquilha,BR2304350,60.88,13263.3168,,,60.88,13263.3168,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Fortaleza,BR2304400,35.26,864640.431,,,35.26,864640.431,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Fortim,BR2304459,68.23,10109.6391,,,68.23,10109.6391,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Frecheirinha,BR2304509,71.19,9248.2929,,,71.19,9248.2929,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,General Sampaio,BR2304608,71.49,4445.2482,,,71.49,4445.2482,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Graça,BR2304657,75,11286.75,,,75,11286.75,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Granja,BR2304707,82.8,43590.06,,,82.8,43590.06,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Granjeiro,BR2304806,70.11,3245.3919,,,70.11,3245.3919,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Groaíras,BR2304905,61.7,6310.676,,,61.7,6310.676,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Guaiúba,BR2304954,70.77,17049.2007,,,70.77,17049.2007,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Guaraciaba do Norte,BR2305001,71.7,27084.675,,,71.7,27084.675,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Guaramiranga,BR2305100,65.14,2712.4296,,,65.14,2712.4296,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Hidrolândia,BR2305209,68.39,13216.3675,,,68.39,13216.3675,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Horizonte,BR2305233,55.72,30750.1964,,,55.72,30750.1964,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ibaretama,BR2305266,76.69,9909.8818,,,76.69,9909.8818,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ibiapina,BR2305308,67.28,16018.0224,,,67.28,16018.0224,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ibicuitinga,BR2305332,76.54,8675.809,,,76.54,8675.809,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Icapuí,BR2305357,64.72,11903.3024,,,64.72,11903.3024,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Icó,BR2305407,66.87,43770.4272,,,66.87,43770.4272,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Iguatu,BR2305506,51.3,49501.935,,,51.3,49501.935,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Independência,BR2305605,69.4,17747.662,,,69.4,17747.662,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ipaporanga,BR2305654,76.56,8684.2008,,,76.56,8684.2008,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ipaumirim,BR2305704,64.92,7796.2428,,,64.92,7796.2428,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ipu,BR2305803,66.82,26925.7872,,,66.82,26925.7872,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ipueiras,BR2305902,74.73,28294.2726,,,74.73,28294.2726,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Iracema,BR2306009,61.99,8506.2678,,,61.99,8506.2678,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Irauçuba,BR2306108,77.73,17352.4452,,,77.73,17352.4452,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Itaiçaba,BR2306207,59.56,4357.4096,,,59.56,4357.4096,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Itaitinga,BR2306256,64.9,23245.233,,,64.9,23245.233,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Itapajé,BR2306306,70.77,34217.295,,,70.77,34217.295,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Itapipoca,BR2306405,70.9,82290.085,,,70.9,82290.085,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Itapiúna,BR2306504,73.24,13641.6824,,,73.24,13641.6824,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Itarema,BR2306553,78.17,29291.0807,,,78.17,29291.0807,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Itatira,BR2306603,75.67,14297.0898,,,75.67,14297.0898,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Jaguaretama,BR2306702,71.85,12834.5655,,,71.85,12834.5655,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Jaguaribara,BR2306801,60.78,6320.5122,,,60.78,6320.5122,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Jaguaribe,BR2306900,64.22,22097.4598,,,64.22,22097.4598,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Jaguaruana,BR2307007,62.45,20131.382,,,62.45,20131.382,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Jardim,BR2307106,70.4,18788.352,,,70.4,18788.352,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Jati,BR2307205,66.99,5131.434,,,66.99,5131.434,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Jijoca de Jericoacoara,BR2307254,61.71,10491.9342,,,61.71,10491.9342,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Juazeiro do Norte,BR2307304,52.86,132117.7554,,,52.86,132117.7554,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Jucás,BR2307403,71.88,17112.4716,,,71.88,17112.4716,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Lavras da Mangabeira,BR2307502,70.9,22042.81,,,70.9,22042.81,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Limoeiro do Norte,BR2307601,50.91,28644.0024,,,50.91,28644.0024,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Madalena,BR2307635,74.56,13486.4128,,,74.56,13486.4128,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Maracanaú,BR2307650,49.71,103922.2347,,,49.71,103922.2347,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Maranguape,BR2307700,60.47,68670.3367,,,60.47,68670.3367,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Marco,BR2307809,71.94,17771.3382,,,71.94,17771.3382,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Martinópole,BR2307908,75.6,7721.784,,,75.6,7721.784,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Massapê,BR2308005,69.4,24422.554,,,69.4,24422.554,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Mauriti,BR2308104,72.67,32149.208,,,72.67,32149.208,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Meruoca,BR2308203,68.71,9408.4603,,,68.71,9408.4603,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Milagres,BR2308302,67.48,19107.6368,,,67.48,19107.6368,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Milhã,BR2308351,66.1,8649.846,,,66.1,8649.846,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Miraíma,BR2308377,82.94,10616.32,,,82.94,10616.32,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Missão Velha,BR2308401,69.5,23820.43,,,69.5,23820.43,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Mombaça,BR2308500,69.71,29759.199,,,69.71,29759.199,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Monsenhor Tabosa,BR2308609,71.29,11908.9945,,,71.29,11908.9945,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Morada Nova,BR2308708,64.83,40236.7395,,,64.83,40236.7395,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Moraújo,BR2308807,79.7,6431.79,,,79.7,6431.79,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Morrinhos,BR2308906,73.53,15220.71,,,73.53,15220.71,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Mucambo,BR2309003,71.2,10040.624,,,71.2,10040.624,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Mulungu,BR2309102,72.5,8326.625,,,72.5,8326.625,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Nova Olinda,BR2309201,72,10264.32,,,72,10264.32,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Nova Russas,BR2309300,61.12,18925.808,,,61.12,18925.808,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Novo Oriente,BR2309409,71.51,19631.6403,,,71.51,19631.6403,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Ocara,BR2309458,74.63,17916.4241,,,74.63,17916.4241,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Orós,BR2309508,60.43,12925.3727,,,60.43,12925.3727,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Pacajus,BR2309607,54.4,33639.872,,,54.4,33639.872,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Pacatuba,BR2309706,55.86,40386.2214,,,55.86,40386.2214,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Pacoti,BR2309805,65.5,7602.585,,,65.5,7602.585,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Pacujá,BR2309904,67.49,4039.9514,,,67.49,4039.9514,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Palhano,BR2310001,61.66,5466.7756,,,61.66,5466.7756,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Palmácia,BR2310100,72.27,8676.0135,,,72.27,8676.0135,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Paracuru,BR2310209,65.21,20629.8356,,,65.21,20629.8356,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Paraipaba,BR2310258,65.43,19655.8263,,,65.43,19655.8263,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Parambu,BR2310308,74.8,23419.132,,,74.8,23419.132,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Paramoti,BR2310407,77.75,8791.97,,,77.75,8791.97,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Pedra Branca,BR2310506,72.41,30332.549,,,72.41,30332.549,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Penaforte,BR2310605,63.44,5218.5744,,,63.44,5218.5744,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Pentecoste,BR2310704,72.59,25696.86,,,72.59,25696.86,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Pereiro,BR2310803,74.67,11765.7519,,,74.67,11765.7519,Mapa de pobreza (2010)
Brazil,BRA,Ceará,BR23,Pindoretama,BR2310852,61.17,11428.3911,,,61.17,11428.3911,Mapa de pobreza (2010)
