ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,POVERTY_RATE,POVERTY_NUM,NBI_RATE,NBI_NUM,POVERTY_RATE_TOT,POVERTY_NUM_TOT,POVERTY_SOURCE
Argentina,ARG,Buenos Aires,AR006,25 de Mayo,AR006854,6.13,2172,4.17,518,6.13,2172,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,9 de Julio,AR006588,5.44,2569,3.74,610,5.44,2569,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Adolfo Alsina,AR006007,4.08,689,3.42,213,4.08,689,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Adolfo Gonzáles Chaves,AR006014,3.78,451,2.93,123,3.78,451,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Alberti,AR006021,2.74,290,2.17,83,2.74,290,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Almirante Brown,AR006028,36.25,12310,10.55,16564,36.25,12310,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Arrecifes,AR006077,5.64,1622,4.5,430,5.64,1622,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Avellaneda,AR006035,4.89,16632,5.71,6447,4.89,16632,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Ayacucho,AR006042,5.92,1187,4.25,296,5.92,1187,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Azul,AR006049,5.47,3513,3.49,772,5.47,3513,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Bahía Blanca,AR006056,4.21,12526,3.97,4182,4.21,12526,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Balcarce,AR006063,5.93,2573,6.56,966,5.93,2573,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Baradero,AR006070,7.03,2264,5.92,617,7.03,2264,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Benito Juárez,AR006084,3.55,683,3.3,224,3.55,683,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Berazategui,AR006091,9.15,29416,11.56,10740,9.15,29416,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Berisso,AR006098,7.02,6167,10.35,2840,7.02,6167,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Bolívar,AR006105,4.3,1426,3.5,420,4.3,1426,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Bragado,AR006112,4.96,2021,3.81,544,4.96,2021,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Brandsen,AR006119,8.29,2172,8.54,711,8.29,2172,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Campana,AR006126,9.66,8946,9.06,2552,9.66,8946,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Cañuelas,AR006134,10.2,5251,10.32,1580,10.2,5251,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Capitán Sarmiento,AR006140,5.69,817,6.34,296,5.69,817,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Carlos Casares,AR006147,7.1,1554,4.22,328,7.1,1554,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Carlos Tejedor,AR006154,5.78,662,3.9,155,5.78,662,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Carmen de Areco,AR006161,5.81,845,5.4,250,5.81,845,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Castelli,AR006168,6.37,513,4.56,124,6.37,513,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Chacabuco,AR006210,5.34,2583,4.21,695,5.34,2583,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Chascomús,AR006218,5.71,2387,4.34,604,5.71,2387,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Chivilcoy,AR006224,4.83,3067,3.89,857,4.83,3067,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Colón,AR006175,5.29,1303,3.94,323,5.29,1303,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Coronel de Marina L. Rosales,AR006182,2.7,1636,3.13,607,2.7,1636,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Coronel Dorrego,AR006189,3.08,482,2.76,157,3.08,482,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Coronel Pringles,AR006196,5.05,1145,3.9,316,5.05,1145,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Coronel Suárez,AR006203,2.38,901,2.42,326,2.38,901,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Daireaux,AR006231,5.17,865,4.16,228,5.17,865,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Dolores,AR006238,4.48,1184,3.63,327,4.48,1184,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Ensenada,AR006245,7.53,4231,11.75,2046,7.53,4231,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Escobar,AR006252,10,21265,12.64,7590,10,21265,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Esteban Echeverría,AR006260,10.16,30497,10.72,9229,10.16,30497,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Exaltación de la Cruz,AR006266,9.02,2662,8.54,777,9.02,2662,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Ezeiza,AR006270,12.44,19928,13.6,6054,12.44,19928,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Florencio Varela,AR006274,15.23,64233,17.08,19324,15.23,64233,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Florentino Ameghino,AR006277,5.94,523,4.29,128,5.94,523,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Alvarado,AR006280,7.35,2873,6.39,814,7.35,2873,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Alvear,AR006287,5.09,489,4.23,140,5.09,489,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Arenales,AR006294,2.81,414,2.76,147,2.81,414,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Belgrano,AR006301,4.86,829,3.66,220,4.86,829,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Guido,AR006308,5.1,142,3.88,39,5.1,142,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Juan Madariaga,AR006315,7.83,1534,7.61,482,7.83,1534,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General La Madrid,AR006322,4.4,468,3.36,127,4.4,468,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Las Heras,AR006329,7.35,1092,6.96,323,7.35,1092,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Lavalle,AR006336,7.15,261,7.82,92,7.15,261,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Paz,AR006343,6,667,5,189,6,667,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Pinto,AR006351,5.31,598,3.63,141,5.31,598,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Pueyrredón,AR006357,4.61,27930,4.44,9263,4.61,27930,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Rodríguez,AR006364,11.44,9813,13.62,3396,11.44,9813,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General San Martín,AR006371,6.15,7740,7.14,9538,6.15,7740,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Viamonte,AR006385,3.26,582,3.15,198,3.26,582,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,General Villegas,AR006392,6.39,1960,6.08,629,6.39,1960,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Guaminí,AR006399,2.99,347,2.01,85,2.99,347,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Hipólito Yrigoyen,AR006406,4.55,430,3.03,100,4.55,430,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Hurlingham,AR006408,5.1,9195,6.06,3329,5.1,9195,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Ituzaingó,AR006410,30.45,9401,4.92,2527,30.45,9401,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,José C. Paz,AR006412,11.39,30196,12.15,8736,11.39,30196,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Junín,AR006413,4.52,3977,4.51,1367,4.52,3977,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,La Costa,AR006420,5.59,3836,5.81,1392,5.59,3836,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,La Matanza,AR006427,10.66,188754,11.16,54118,10.66,188754,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,La Plata,AR006441,5.88,37759,8.92,19757,5.88,37759,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Lanús,AR006434,5.41,24717,5.03,7502,5.41,24717,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Laprida,AR006448,5.83,587,3.54,123,5.83,587,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Las Flores,AR006455,5.34,1261,4.42,363,5.34,1261,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Leandro N. Alem,AR006462,5.34,889,4.48,259,5.34,889,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Lezama,AR006466,,,,,,,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Lincoln,AR006469,4.69,1952,3.36,488,4.69,1952,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Lobería,AR006476,4.53,784,4.12,243,4.53,784,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Lobos,AR006483,6.69,2394,4.66,548,6.69,2394,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Lomas de Zamora,AR006490,9.4,57465,9.59,18110,9.4,57465,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Luján,AR006497,6.76,6973,7.04,2298,6.76,6973,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Magdalena,AR006505,7.33,1231,7.93,425,7.33,1231,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Maipú,AR006511,6.51,652,5.02,173,6.51,652,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Malvinas Argentinas,AR006515,9.43,30221,11.91,10689,9.43,30221,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Mar Chiquita,AR006518,5.26,1107,5.19,369,5.26,1107,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Marcos Paz,AR006525,15.52,8058,12.3,1802,15.52,8058,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Mercedes,AR006532,7.14,4412,4.23,856,7.14,4412,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Merlo,AR006539,10.53,55473,11.93,17552,10.53,55473,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Monte,AR006547,7.66,1561,5.83,384,7.66,1561,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Monte Hermoso,AR006553,4.75,304,5.19,121,4.75,304,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Moreno,AR006560,12.35,55707,12.73,15797,12.35,55707,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Morón,AR006568,2.49,7907,3.58,3835,2.49,7907,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Navarro,AR006574,8.6,1457,5.51,293,8.6,1457,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Necochea,AR006581,4.66,4257,3.54,1105,4.66,4257,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Olavarría,AR006595,4.68,5069,3.39,1246,4.68,5069,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Patagones,AR006602,10.22,3059,9.56,973,10.22,3059,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Pehuajó,AR006609,6.4,2524,4.44,613,6.4,2524,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Pellegrini,AR006616,5.43,319,3.48,73,5.43,319,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Pergamino,AR006623,6.16,6399,3.27,1140,6.16,6399,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Pila,AR006630,4.99,179,4.44,54,4.99,179,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Pilar,AR006638,11.31,33518,13.3,10978,11.31,33518,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Pinamar,AR006644,7.06,1750,8.14,668,7.06,1750,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Presidente Perón,AR006648,17.49,14171,18.36,3935,17.49,14171,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Puán,AR006651,0.84,130,1.06,67,0.84,130,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Punta Indio,AR006655,3.53,339,6.39,218,3.53,339,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Quilmes,AR006658,8.95,51890,10.23,18121,8.95,51890,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Ramallo,AR006665,7.81,2566,6.23,636,7.81,2566,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Rauch,AR006672,3.47,521,2.82,150,3.47,521,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Rivadavia,AR006679,8,1364,5.33,292,8,1364,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Rojas,AR006686,4.42,1029,3.67,294,4.42,1029,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Roque Pérez,AR006693,5.66,704,4.96,213,5.66,704,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Saavedra,AR006700,0.9,176,1.19,87,0.9,176,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Saladillo,AR006707,4.97,1582,3.36,362,4.97,1582,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Salliqueló,AR006721,2.23,190,1.8,57,2.23,190,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Salto,AR006714,8.2,2652,5.23,559,8.2,2652,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,San Andrés de Giles,AR006728,8.25,1879,5.74,418,8.25,1879,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,San Antonio de Areco,AR006735,6.4,1456,3.98,286,6.4,1456,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,San Cayetano,AR006742,2.91,241,2.67,79,2.91,241,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,San Fernando,AR006749,18.66,72220,9.2,4548,18.66,72220,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,San Isidro,AR006756,3.32,9594,3.64,3556,3.32,9594,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,San Miguel,AR006760,50.8,5278,8.7,7017,50.8,5278,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,San Nicolás,AR006763,6.07,8757,6.13,2762,6.07,8757,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,San Pedro,AR006770,9.59,5608,7.76,1431,9.59,5608,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,San Vicente,AR006778,12.96,7687,15.54,2659,12.96,7687,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Suipacha,AR006784,5.95,595,4.65,149,5.95,595,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Tandil,AR006791,4.52,5502,4.13,1781,4.52,5502,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Tapalqué,AR006798,4.11,373,3.04,96,4.11,373,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Tigre,AR006805,8.88,33211,10.79,11711,8.88,33211,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Tordillo,AR006812,7.82,135,7.89,44,7.82,135,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Tornquist,AR006819,3.46,433,3.31,150,3.46,433,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Trenque Lauquen,AR006826,4.25,1814,3.49,506,4.25,1814,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Tres Arroyos,AR006833,4.77,2688,3.48,705,4.77,2688,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Tres de Febrero,AR006840,3.66,12342,4.61,5211,3.66,12342,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Tres Lomas,AR006847,3.38,291,3.66,106,3.38,291,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Vicente López,AR006861,1.38,3676,2.95,2920,1.38,3676,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Villa Gesell,AR006868,8.94,2771,8.37,868,8.94,2771,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Villarino,AR006875,15.61,4810,13.26,1311,15.61,4810,Mapa de pobreza (2010)
Argentina,ARG,Buenos Aires,AR006,Zárate,AR006882,9.44,10627,9.29,3160,9.44,10627,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Ambato,AR010007,10.19,445,10.12,131,10.19,445,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Ancasti,AR010014,18.02,511,25.45,200,18.02,511,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Andalgalá,AR010021,16.78,2997,11.2,526,16.78,2997,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Antofagasta de la Sierra,AR010028,21.33,260,17.53,64,21.33,260,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Belén,AR010035,16.94,4443,17.38,1185,16.94,4443,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Capayán,AR010042,18.33,2844,14.64,575,18.33,2844,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Capital,AR010049,9.7,15358,9.37,3932,9.7,15358,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,El Alto,AR010056,14.82,524,18.71,195,14.82,524,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Fray Mamerto Esquiú,AR010063,10.92,1297,8.94,270,10.92,1297,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,La Paz,AR010070,22.39,5036,17.66,1076,22.39,5036,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Paclin,AR010077,12.57,520,9.64,111,12.57,520,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Poman,AR010084,19.67,2116,11.69,321,19.67,2116,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Santa María,AR010091,13.83,3091,13.69,819,13.83,3091,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Santa Rosa,AR010098,20.53,2394,15.57,482,20.53,2394,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Tinogasta,AR010105,14.88,3282,10.86,659,14.88,3282,Mapa de pobreza (2010)
Argentina,ARG,Catamarca,AR010,Valle Viejo,AR010112,12.55,3401,9.68,666,12.55,3401,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,12 de Octubre,AR022036,26.1,5783,22.94,1381,26.1,5783,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,1ro. de Mayo,AR022126,25.08,2584,13.78,407,25.08,2584,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,2 de Abril,AR022039,20.48,1520,18.58,394,20.48,1520,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,25 de Mayo,AR022168,6.13,2172,4.17,518,6.13,2172,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,9 de Julio,AR022105,5.44,2569,3.74,610,5.44,2569,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Almirante Brown,AR022007,36.25,12310,10.55,16564,36.25,12310,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Bermejo,AR022014,25.05,6228,14.07,1003,25.05,6228,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Chacabuco,AR022028,5.34,2583,4.21,695,5.34,2583,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Comandante Fernández,AR022021,23.42,22399,16.2,4389,23.42,22399,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Fray Justo Santa María de Oro,AR022043,24.61,2889,24.87,803,24.61,2889,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,General Belgrano,AR022049,4.86,829,3.66,220,4.86,829,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,General Donovan,AR022056,24.39,3275,15.22,563,24.39,3275,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,General Güemes,AR022063,41.51,27627,35.88,6187,41.51,27627,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Independencia,AR022070,37.5,8379,28.69,1554,37.5,8379,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Libertad,AR022077,22.13,2686,14.03,454,22.13,2686,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Libertador General San Martín,AR022084,37.34,21956,23.63,3733,37.34,21956,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Maipú,AR022091,6.51,652,28.18,1788,6.51,652,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Mayor Luis J. Fontana,AR022098,25.76,14088,19.24,2982,25.76,14088,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,O'Higgins,AR022112,38.27,7700,25.62,1328,38.27,7700,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Presidencia de la Plaza,AR022119,33.03,4105,20.64,705,33.03,4105,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Quitilipi,AR022133,34.26,11643,23.16,2040,34.26,11643,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,San Fernando,AR022140,18.66,72220,9.2,4548,18.66,72220,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,San Lorenzo,AR022147,31.19,4565,21.47,857,31.19,4565,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Sargento Cabral,AR022154,29.47,4655,20.38,890,29.47,4655,Mapa de pobreza (2010)
Argentina,ARG,Chaco,AR022,Tapenagá,AR022161,30.5,1247,21.54,249,30.5,1247,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Biedma,AR026007,3.46,2772,9.54,2323,3.46,2772,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Cushamen,AR026014,2.21,444,11.32,760,2.21,444,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Escalante,AR026021,2.12,3907,9.5,5403,2.12,3907,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Florentino Ameghino,AR026028,5.94,523,4.29,128,5.94,523,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Futaleufú,AR026035,2.23,938,8.94,1229,2.23,938,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Gaiman,AR026042,2.93,317,8.55,300,2.93,317,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Gastre,AR026049,1.13,15,12.11,62,1.13,15,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Languiñeo,AR026056,1.32,38,13.61,146,1.32,38,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Martires,AR026063,4.4,32,10.8,31,4.4,32,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Paso de los Indios,AR026070,2.42,44,7.7,50,2.42,44,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Rawson,AR026077,2.03,2623,6.59,2716,2.03,2623,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Río Senguer,AR026084,0.77,43,8.57,170,0.77,43,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Sarmiento,AR026091,2.16,228,8.65,282,2.16,228,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Tehuelches,AR026098,2.78,145,9.82,176,2.78,145,Mapa de pobreza (2010)
Argentina,ARG,Chubut,AR026,Telsen,AR026105,3.56,57,6.49,41,3.56,57,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 1,AR002007,3.55,6684,16.37,13909,3.55,6684,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 10,AR002070,0.56,915,4.26,2609,0.56,915,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 11,AR002077,0.32,593,2.53,1803,0.32,593,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 12,AR002084,0.24,475,1.81,1416,0.24,475,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 13,AR002091,0.12,271,2.12,2137,0.12,271,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 14,AR002098,0.21,460,2.32,2384,0.21,460,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 15,AR002105,0.86,1542,4.18,3041,0.86,1542,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 2,AR002014,0.19,285,1.52,1117,0.19,285,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 3,AR002021,1.47,2668,11.77,9606,1.47,2668,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 4,AR002028,3.54,7627,14.57,11178,3.54,7627,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 5,AR002035,0.73,1278,6.59,5078,0.73,1278,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 6,AR002042,0.25,431,2.65,2003,0.25,431,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 7,AR002049,2.05,4439,8.55,6981,2.05,4439,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 8,AR002056,4.65,8686,11.39,6646,4.65,8686,Mapa de pobreza (2010)
Argentina,ARG,Ciudad de Buenos Aires,AR002,Comuna 9,AR002063,1.22,1949,4.66,2640,1.22,1949,Mapa de pobreza (2010)
Argentina,ARG,Córdoba,AR014,Calamuchita,AR014007,8.8,4493,7.74,1310,8.8,4493,Mapa de pobreza (2010)
Argentina,ARG,Córdoba,AR014,Capital,AR014014,9.7,15358,9.37,3932,9.7,15358,Mapa de pobreza (2010)
Argentina,ARG,Córdoba,AR014,Colón,AR014021,5.29,1303,7.82,4990,5.29,1303,Mapa de pobreza (2010)
