ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,POVERTY_RATE,POVERTY_NUM,NBI_RATE,NBI_NUM,POVERTY_RATE_TOT,POVERTY_NUM_TOT,POVERTY_SOURCE
Uruguay,URY,Artigas,UY01,6.6,4842.948,,,6.6,4842.948,Mapa de pobreza (2021)
Uruguay,URY,Canelones,UY02,3.9,20287.293,,,3.9,20287.293,Mapa de pobreza (2021)
Uruguay,URY,Cerro Largo,UY03,13.7,11603.626,,,13.7,11603.626,Mapa de pobreza (2021)
Uruguay,URY,Colonia,UY04,3.4,4188.902,,,3.4,4188.902,Mapa de pobreza (2021)
Uruguay,URY,Durazno,UY05,5,2854.4,,,5,2854.4,Mapa de pobreza (2021)
Uruguay,URY,Flores,UY06,1.5,375.75,,,1.5,375.75,Mapa de pobreza (2021)
Uruguay,URY,Florida,UY07,2.6,1743.248,,,2.6,1743.248,Mapa de pobreza (2021)
Uruguay,URY,Lavalleja,UY08,6,3528.9,,,6,3528.9,Mapa de pobreza (2021)
Uruguay,URY,Maldonado,UY09,5.1,8379.3,,,5.1,8379.3,Mapa de pobreza (2021)
Uruguay,URY,Montevideo,UY10,10.2,134549.016,,,10.2,134549.016,Mapa de pobreza (2021)
Uruguay,URY,Paysandú,UY11,9.7,10973.028,,,9.7,10973.028,Mapa de pobreza (2021)
Uruguay,URY,Río Negro,UY12,1.9,1040.535,,,1.9,1040.535,Mapa de pobreza (2021)
Uruguay,URY,Rivera,UY13,15.6,16144.908,,,15.6,16144.908,Mapa de pobreza (2021)
Uruguay,URY,Rocha,UY14,6.5,4425.72,,,6.5,4425.72,Mapa de pobreza (2021)
Uruguay,URY,Salto,UY15,11.3,14111.214,,,11.3,14111.214,Mapa de pobreza (2021)
Uruguay,URY,San José,UY16,2.2,2382.798,,,2.2,2382.798,Mapa de pobreza (2021)
Uruguay,URY,Soriano,UY17,3.9,3221.205,,,3.9,3221.205,Mapa de pobreza (2021)
Uruguay,URY,Tacuarembó,UY18,5.4,4862.862,,,5.4,4862.862,Mapa de pobreza (2021)
Uruguay,URY,Treinta y Tres,UY19,8.4,4043.256,,,8.4,4043.256,Mapa de pobreza (2021)
Venezuela,VEN,Amazonas,VE02,47.05596698,79211.66201,,,47.05596698,79211.66201,Mapa de pobreza (2013)
Venezuela,VEN,Anzoátegui,VE03,29.45328549,474390.5208,,,29.45328549,474390.5208,Mapa de pobreza (2013)
Venezuela,VEN,Apure,VE04,42.49879265,231210.0065,,,42.49879265,231210.0065,Mapa de pobreza (2013)
Venezuela,VEN,Aragua,VE05,22.43469038,396795.8627,,,22.43469038,396795.8627,Mapa de pobreza (2013)
Venezuela,VEN,Barinas,VE06,37.67522116,319717.2013,,,37.67522116,319717.2013,Mapa de pobreza (2013)
Venezuela,VEN,Bolívar,VE07,30.19963377,511650.6512,,,30.19963377,511650.6512,Mapa de pobreza (2013)
Venezuela,VEN,Carabobo,VE08,23.64149264,564378.9326,,,23.64149264,564378.9326,Mapa de pobreza (2013)
Venezuela,VEN,Cojedes,VE09,30.55135748,101874.4181,,,30.55135748,101874.4181,Mapa de pobreza (2013)
Venezuela,VEN,Delta Amacuro,VE10,36.60410175,65850.04696,,,36.60410175,65850.04696,Mapa de pobreza (2013)
Venezuela,VEN,Distrito Capital,VE01,10.10260282,209893.7977,,,10.10260282,209893.7977,Mapa de pobreza (2013)
Venezuela,VEN,Falcón,VE11,31.16547529,306670.4585,,,31.16547529,306670.4585,Mapa de pobreza (2013)
Venezuela,VEN,Guárico,VE12,34.47199823,287279.2917,,,34.47199823,287279.2917,Mapa de pobreza (2013)
Venezuela,VEN,La Guaira,VE24,,,,,,,Mapa de pobreza (2013)
Venezuela,VEN,Lara,VE13,32.78444293,628068.6212,,,32.78444293,628068.6212,Mapa de pobreza (2013)
Venezuela,VEN,Mérida,VE14,35.37704981,331361.9672,,,35.37704981,331361.9672,Mapa de pobreza (2013)
Venezuela,VEN,Miranda,VE15,20.63112207,636331.8874,,,20.63112207,636331.8874,Mapa de pobreza (2013)
Venezuela,VEN,Monagas,VE16,44.47603338,418387.825,,,44.47603338,418387.825,Mapa de pobreza (2013)
Venezuela,VEN,Nueva Esparta,VE17,19.66032127,103223.961,,,19.66032127,103223.961,Mapa de pobreza (2013)
Venezuela,VEN,Portuguesa,VE18,43.89742699,421883.6847,,,43.89742699,421883.6847,Mapa de pobreza (2013)
Venezuela,VEN,Sucre,VE19,45.39025996,452044.7763,,,45.39025996,452044.7763,Mapa de pobreza (2013)
Venezuela,VEN,Táchira,VE20,19.08909195,232796.4395,,,19.08909195,232796.4395,Mapa de pobreza (2013)
Venezuela,VEN,Trujillo,VE21,30.20061068,237251.1654,,,30.20061068,237251.1654,Mapa de pobreza (2013)
Venezuela,VEN,Yaracuy,VE22,33.81890931,225370.2262,,,33.81890931,225370.2262,Mapa de pobreza (2013)
Venezuela,VEN,Zulia,VE23,26.40037266,1046214.296,,,26.40037266,1046214.296,Mapa de pobreza (2013)
Venezuela,VEN,Dependencias Federales,,,,,,,,Mapa de pobreza (2013)
